uuid,name,description
0f859ba0-e73d-4eb0-9b0f-65edddc01300,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
b39b771d-b43b-4318-8b69-4f0944bf67ca,,v1.0,,,0,0
116c4be5-c49d-4403-99ad-a6dda43d9e08,,v1.1,,,0,1
d570fdb8-4f6c-44f4-b081-0f7b787647fa,,v1.2,,,0,2
fd144f70-7d57-4bfd-9291-3689ddb88eb9,,v1.3,,,0,3
4f88bca1-f68c-4062-a81a-9f7b7edfa059,,v1.4,,,0,4

uuid,suite,text,draw,pick,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
a3bb63eb-b3cc-408e-937f-9c02cb73be8c,Prompt,"What's harshing my mellow, man?",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
63a464ca-8750-4a69-9bab-aa5c4556cf9b,Prompt,"When all else fails, I can always masturbate to ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
a141441e-f7e7-4e5b-8352-b32aa1079d6b,Prompt,"When I pooped, what came out of my butt?",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
66cf17f8-ac0c-4a24-a922-2c118b339fe8,Prompt,When the dog bites / When the bee stings / When I'm feeling sad / I simply remember ______ / And then I don't feel so bad.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
d14f73b6-0f5e-47fc-88ce-b1561914f01a,Prompt,"When you get right down to it, ______ is just ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
7107036f-bc02-44cf-97c7-3002ff4db26c,Prompt,"With enough time and pressure, ______ will turn into ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
277969fb-6d6b-4ad8-895e-63e59d6d1ac6,Prompt,You haven't truly lived until you've experienced ______ and ______ at the same time.,0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2bcd57e0-bb42-4f74-80a1-9ae0ecec3033,Prompt,"Your persistence is admirable, my dear Prince. But you cannot win my heart with ______ alone.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f2ae1fe1-e505-4d66-bb74-a8298fffe526,Response,24-hour media coverage.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
e4bcfc8b-9337-4aa1-b8e8-e4816ffee44a,Response,A 55-gallon drum of lube.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
221be417-e736-48d0-a521-70c08d0e9dfc,Response,A big black dick.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
5c37bec2-56b2-4e1c-9a61-d32e7d139ee2,Response,"A bigger, blacker dick.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2ea76c71-dbc0-4063-853f-500a07146968,Response,A black-owned and operated business.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,,
77a98282-8205-441f-91f5-b146d2b83f35,Response,"A Black-owned and operated business. ",0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
b3b2eec4-0382-44df-964f-606a33b8dfb7,Response,A bloody pacifier.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,,
838b3353-72a9-45e9-8c8b-51d11509a411,Response,A boo-boo.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
17f74518-d59f-46f9-bafd-5513d48dac8a,Response,A botched circumcision.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
399dc13f-4a1f-4193-831f-04b6549cbb46,Response,A Burmese tiger pit.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
d73b314e-2966-41cf-b792-373e2988af0b,Response,A cat video so cute that your eyes roll back and your spine slides out of your anus.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
bf6a1b49-97fb-43f5-bddf-921c17689567,Response,A complicated relationship with food.,0,0,,,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
6cf03e71-50b0-4a3b-a3a5-027d472485ea,Response,A cop who is also a dog.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
caf9602b-4255-478e-82eb-5d616edaab7a,Response,A crappy little hand.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,,
8c5daa14-9c84-48d8-a18e-bb0061513f29,Response,A dollop of sour cream.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
258d89f3-5edb-4abe-bf68-179d85cca443,Response,A drone strike.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
a03bbff6-a542-44fa-a73e-6879d2d3641d,Response,A fat bald man from the internet.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,,,
f0811da9-d260-4475-b5c7-7b2ddbf38e31,Response,A fortuitous turnip harvest.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
8cbd7329-891b-41ea-a63e-16990566bbca,Response,A greased-up Matthew McConaughey.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,,,
6a8ba63b-2f57-4131-8499-28b4ca67e71c,Response,A Japanese toaster you can fuck.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
db7b769f-5c2f-4d1c-99ea-ba6a19ed9977,Response,A Japanese tourist who wants something very badly but cannot communicate it.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,,,
41cbc679-0ec5-4917-8ac3-3e063d42953a,Response,A lamprey swimming up the toilet and latching onto your taint.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
da6fa299-703d-4693-a5c8-45ecb63c1431,Response,A low standard of living.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
c5f1425f-b832-4667-8610-2334cd873111,Response,A magic hippie love cloud.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
b292e4c2-ed47-4319-a09c-203db253f3f3,Response,A man in yoga pants with a ponytail and feather earrings.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
12f75fbe-352a-4806-b72c-763658bc554d,Response,A nautical theme.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,,
f530ba9f-7cb0-47f4-a162-df23abf7a7a4,Response,A nuanced critique.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,,
00991e4f-e175-4d77-acdc-5bb5604738e8,Response,A passionate Latino lover.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
31688481-4d27-479f-8c14-7a71617fcb85,Response,A phantasmagoria of anal delights.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
7de44169-0e68-4b06-ba8b-213558e5fbb7,Response,A pile of squirming bodies.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
eec7ba8c-daab-4b73-85d1-6f304a75d741,Response,A piñata full of scorpions.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
60ee2b39-d14d-4aaa-894f-674827e2ac10,Response,A plunger to the face.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
cbbae99b-5154-4a29-9b2d-a24c57e09eee,Response,A PowerPoint presentation.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
bab71fad-4002-4df4-8619-eb3d0212126e,Response,A real sad guy.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
3abbee05-933d-4221-8f0d-4a9f1cfe92ad,Response,A sad fat dragon with no friends.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
4ce3ae65-83c2-40ba-8a3c-7e4d798866b9,Response,A sales team of clowns and pedophiles.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
00def9f2-60ca-48d0-b140-a56472e9f637,Response,A slightly shittier parallel universe.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
6efb7337-ddaf-4932-9627-7445a0e68975,Response,"A smiling black man, a latina businesswoman, a cool Asian, and some whites.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
32d258e9-8180-4835-be7e-ebbf90fbc60b,Response,"A sofa that says “I have style, but I like to be comfortable.”",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
efcec161-46f9-4e92-910e-87cec8cc3ea4,Response,A special kind of yogurt called “cum.”,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
da3ec6ba-3769-4ecf-b0ff-0bff03efa0f1,Response,A spontaneous conga line.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
7f2fd76f-79e4-44ad-a6e7-63e902a0618a,Response,A squadron of moles wearing aviator goggles.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
00a587bc-8545-41d6-9c99-9ab1adfe6216,Response,A surprising amount of hair.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
c03a1847-5323-45ff-85fa-5dd8f610d115,Response,"A sweaty, panting leather daddy.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0ed3d158-a5b7-452a-81cb-8ecb5b8f1f33,Response,A sweet spaceship.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
eac8d92c-96d3-43a3-b6e2-3d3a3f310173,Response,"A toilet. ",0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
38cc639f-2ef0-4976-9a87-3c57d34f5c25,Response,A vagina that leads to another dimension.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
17bbd736-3bd9-4522-bfff-1fa67fe879bf,Response,A web of lies.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,,,
c64f90d8-306d-405d-958c-cb6e48748ca7,Response,"Actually getting shot, for real.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f00204d7-412a-4e36-ba93-256288a82937,Response,All my friends dying.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
57276e06-80e1-452a-9bb9-cfe152c22c66,Response,All of this blood.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
ced2bd54-a774-429e-80a0-bab47baf6b65,Response,An active shooter.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
7066af2c-1d41-495e-90ff-7cc7a4ab8741,Response,An all-midget production of Shakespeare’s Richard III.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
f333dc63-6d5a-4a9e-8d8c-28392b6901ea,Response,An army of skeletons.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
ed279bb1-6a15-4915-beeb-1a6c73909a70,Response,An ass disaster.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f5a7957c-79a4-4243-a1ef-e3e9a69d9bbc,Response,An ether-soaked rag.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
d80bf234-e9be-463a-a4d5-65f808c60848,Response,An Etsy steampunk strap-on.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
fd2eb85d-bc11-4747-936b-ba127a5eeb72,Response,An evil man in evil clothes.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
e177a494-7fc4-49c8-93ad-d7ebdf58820c,Response,An unhinged ferris wheel rolling toward the sea.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
a95fc68a-6742-4d04-9184-0a5bff5c08ec,Response,An unhinged Ferris wheel rolling toward the sea.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0775f9c2-cd02-4381-8076-b6b2cf465861,Response,An unstoppable wave of fire ants.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
695f1cac-637e-4903-a3f3-50e864843571,Response,"André the Giant's enormous, leathery scrotum.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
1b58350c-6e05-4c40-8c49-83362c9bfce2,Response,Another shot of morphine.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
9faecb8a-44cc-47fa-afa4-fd31aad20eb6,Response,Antifa.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0c427865-0d34-4c1c-945e-27c15c4cfad6,Response,"Barely legal boys. ",0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f4ac19d1-1907-4136-859b-23250c606ca7,Response,Basic human decency.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
18cec3e7-f1dd-4d63-93c9-6156a4bf9c91,Response,Bearing many strong sons to work the potato fields.,0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
cebc2f49-8daf-4d32-88bd-9ce3120db764,Response,Being a busy adult with many important things to do.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
edf65ca8-149a-41db-aede-e109f977e4dc,Response,Being a danger to myself and others.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
aa0da09f-4c34-45cc-84c1-d52909e85a32,Response,Being a dinosaur.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
8e4ef411-d1ba-4818-936e-64ec66f2a989,Response,Being a hideous beast that no one could love.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
b35ee555-255c-4161-a7b0-dda3aba5a6b5,Response,Being awesome at sex.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
cd19abd1-0925-49a7-96d4-5148bc76106a,Response,Being black.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
333e2623-d344-4d59-b331-ccfa247f0fda,Response,"Being Black. ",0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
c4d06098-3d1c-484c-97e7-e1835a23f0dd,Response,Being fat from noodles.,0,0,,,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
00063f9e-a34f-4112-81af-83df524394f5,Response,Being useless.,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2733ea71-c708-472a-b4d5-91f4fb5aefda,Response,Being white.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f0001360-63b5-40b6-823d-60582506a1db,Response,Big bad mama nipples.,0,0,,,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
8b4b89c2-b675-4f2b-aa55-3967cb136199,Response,"Big Bird's brown, crusty asshole.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
23b9c5af-b12b-4606-8224-ca363ce5aece,Response,Big ol' floppy titties.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f6818903-27da-4a1b-b384-b7f48f78dd88,Response,"Bill Clinton, naked on a bearskin rug with a saxophone.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
00cbe5f2-87ff-4992-8517-7c669a3e2780,Response,"Bitches who knit. ",0,0,,,,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
