uuid,name,description
0caa53f3-3e46-4f10-b07f-dfcb64100d99,Everything Box Expansion,"The Everything Box comes with 300 all-new cards to add to your deck of Cards Against Humanity.
We'd like to say we called it the Everything Box because it holds a mirror to our fragmented, chaotic world, where everything is monetized and opiate-peddling megacorporations control us with amoral social media algorithms.
But honestly, we were just hungry.
Bagel not included.

Released: August 10, 2021  Icon: Bagel"
c63e91f4-5233-4fe1-9e1f-c72769af3867,Response,Killing God.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d3ac1a60-dcd4-4ba5-b377-1c7ded383ab4,Response,Knowing the legal age of consent in all 50 states.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
18da5666-45e6-49ed-93dd-75a08cefb521,Response,Laying a Nintendo at the Tomb of the Unknown Soldier.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
756d4ec8-90ec-429f-93c0-02aba04bdd21,Response,Leonardo DiCaprio having sex with a jar of mango salsa.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a3dc2f02-0815-4139-924c-7c29cb392c62,Response,Literally fucking the police.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
c69d7c4e-ade0-4994-ad86-4c7d303bea07,Response,Livin' la vida loca.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
13a089fd-9a8e-473b-bf75-8b776ba9a20a,Response,"Looking at an infographic and saying ""wow.""",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
fd1b4778-ec9c-4fdb-ade5-bb418c62bf0f,Response,Losing custody of the kids.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ba955019-b88d-4016-bebc-18d31726474f,Response,Lowering your standards.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
1dcd3841-9267-47a3-89b8-017be2d69766,Response,Lying face-down in wet cement.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
72b8b2ab-ec92-400e-abe8-271a0d5fb0cd,Response,Making friends as an adult.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b37d8f1e-7d7e-4827-9468-2e28bb9bbc01,Response,Making love atop a windswept mesa as the sun blooms on the horizon.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
22814f74-2474-49cd-821f-04071a3731b4,Response,Mitch McConnell.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
37dc1f6f-c4e9-435d-9222-bfd2edb03681,Response,More cowbell.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d4077f40-46e2-433d-bdbf-71fe44a5f3f1,Response,Muh truck.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
38e983af-860f-4c71-8dee-d8f2c21b2572,Response,My beautiful granddaughter.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
dc59ecd1-7c2c-4488-87d2-eb74856847c3,Response,My landlord.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
686675f3-71f1-4616-a810-e5d1c2ef000c,Response,"My man, Horace.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
2c52843a-ff8d-4925-82aa-20a50e2338a9,Response,"Namazu, the giant mythical catfish.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
574406e7-ccaf-499a-9a94-d7a834e35e55,Response,Nelson Mandela.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d215cb85-9efe-49cd-bef8-50ea8885c2d5,Response,Neoliberalism.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
c45a90ce-38a0-4ee8-b749-bcee23146e04,Response,Norwegian mansluts.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
2deb3ff5-e370-41f8-af74-e2854cc3fa30,Response,OnlyFans.com,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
0e467c2f-7773-40a5-8ff6-d496e2aa9997,Response,Organized religion.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
e0eadd97-4b89-4b43-8476-37d9996379da,Response,Passing as white.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a87d1da9-5738-494c-ae42-c1e0fa403ae7,Response,Peeeeeeee!,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
62dde4b9-3eb1-4d9e-8917-a7b08d160f52,Response,Permanent brain damage from football.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
6e6afb09-34fb-48e9-b8e7-5c99d95eb4bb,Response,Personal growth.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
6e3f39f8-9705-4813-ae59-5c392130277f,Response,Playing the cello like a gorilla having a stroke.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
389f11cf-ff9f-4387-aa6b-3b1241fa78db,Response,Profiting off the exploited labot of the working class.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
910bf7e3-71d1-49eb-b0c9-0d8885b9f0cf,Response,Promoting democracy in the Middle East.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
07d0b7ae-9876-4d92-82e2-112fe59b7bf7,Response,Pulling Grandpa's pants down and smacking his old butt.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
1e85a7d0-137c-4918-a5c1-21706cde00aa,Response,Punching my dad in the face and stealing his car.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
475c888c-91cb-4519-8fbe-44e2ad369218,Response,Putting a bookmark in your pussy to remind where I left off.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
999dad5c-0f5a-42fb-9974-fa4d91325d44,Response,Putting the Pop-Tarts in the toaster like a self-respecting person.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
19cfe107-4027-4dd7-9630-ed6c7e056fab,Response,Quality custom upholstery at unbeatable prices.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a73860ed-8735-4a5b-a937-a8a189a280bf,Response,Quitting.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d065ece0-29ca-493d-9d5f-2478fa23acb4,Response,Receiving anal pleasure at Burger King.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
87b1b44d-e48f-4125-a50c-239d9343c62e,Response,"Referring to a mozzarella stick as a ""bad boy.""",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
c3a814f3-8620-49d3-a643-620acf40c342,Response,Refusing to pay federal or state income taxes.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
f3451e87-1f07-4d25-bfc0-f6f1c85f7b8d,Response,Remembering that Donald Trump was the president.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a4c7c282-f2b4-463d-94f5-be0cda2e415f,Response,Renouncing Christ.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b05ed8ce-4de2-4645-ab39-0ffe5b370582,Response,Resonating with the Earth's vibrational energy.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
8a1ff83f-ffcc-4b5a-8094-5f19fd563dfb,Response,"Returning all money to its rightful owner, Jeff Bezos.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
f8677c10-2bdf-4f47-94a0-82f2690d242b,Response,"Ribs, the food that's got BONES!",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
5045b51d-fa7c-458d-b8dc-0a088f958fa0,Response,Rudy Giuliani.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b90bb1cb-a11d-497e-aa3b-2ca95c4760c8,Response,Running a marathon because oooooh look at me!,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
cb8a5bd5-f4c2-413a-a31a-f54ce0270792,Response,"Running my tongue all the way from your forehead to your asshole in one long, creepy stroke.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
eaaee8e9-d7f9-4161-8a25-ec58abc15bbd,Response,RuPaul.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
183217df-ac90-4644-ae9c-59b978f554da,Response,Russian propaganda.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
dc8e4d1a-bc03-4267-85ad-dce8dffa1c8f,Response,Saudi Crown Prince Mohammed bin Salman.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
6c5ebce2-eaa9-4e45-a302-676d62719477,Response,"Saying ""fuck it"" and stepping off a cliff.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
c5d9683f-7d84-46eb-b1f5-8fa4a9705738,Response,Saying grace before sex.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ec7485f0-d0d2-4371-a1d0-d290f647e452,Response,Sexy stinky werewolf boys.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
badb35a6-2d94-4eef-875f-8e6f4d52bb5e,Response,Shattered hopes and dreams.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3820c372-0820-40e8-b116-d7f9e221c57c,Response,Shittin' me britches.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
7f7c78a9-123d-4099-a1db-8e3ed70da110,Response,Shitting into a Coinstar machine.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
0e857d5f-0153-4f27-b924-d1e8bc198b72,Response,"Shitting out part of a turd, sucking it back in, and shitting it back out over and over so you're basically fucking yourself with your own shit.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
88d83194-7c73-4600-b71f-967d0c9c9843,Response,Showing deference to the King of Thailand.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
57f7d727-a888-4fac-961f-11ddf65c2627,Response,Slappin' dat pussaaayyyyyy!,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
e295883a-9300-4aef-b8c4-6d708b95d392,Response,Slut-shaming.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
25ba495f-27a6-46d6-830f-c70c08c7208d,Response,Smearing feces on the walls.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
f67f1d06-1b60-4f8a-a7a7-d58db3bea8e1,Response,"Smokin' a joint, eatin' some cat food, and watchin' Law & Order SVU.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
dc3d50cc-dcbf-4137-9372-40e2dc474638,Response,Socialism.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
e1cdc66d-ffc3-4962-8851-6cdb6b4dc42f,Response,Some piece-of-shit birdhouse my kid made.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
af91cde3-9821-4ba5-a54c-fdf4b8632ab3,Response,Some sort of alien lobster handjob contest.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d07b5d02-35bd-48f3-b964-e57c82545d30,Response,Spending way too long picking a restaurant.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
96ccd403-d3b8-4a82-8a89-648f8053d6b5,Response,Sponsored content.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
9fb66160-6d61-4861-917c-be93140a1956,Response,Squeezing an egg out of my bird pussy.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
0fc89b01-fcc7-4e82-a4e5-e2c7818d133b,Response,Stabbing a motherfucker in the face.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
da677544-d05a-48b5-9efc-c195680087cd,Response,Staging a coup.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
64abefea-eba2-4150-894c-2f8c340bb5fa,Response,"Stompin' around, humpin' and dumpin'.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
47a25c37-a53a-4c1e-9636-67e9c08e3447,Response,Sturdy Bulgarian women.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3fdb0296-c72c-459d-8fd5-b0cf19321938,Response,Sucking period clumps through a boba straw.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
9b55495a-7fb7-44c2-b16a-bbef3d4fef67,Response,Swallowing an unopend can of beer.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
1bb497d8-f9d4-4e87-ab7c-16de20973e8b,Response,"Taking a nap, and then taking another nap.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3c3fd839-c8ea-4096-b40e-dcc961594d0d,Response,Taking forever to cum.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
70aceff9-efe4-4749-849d-758d885c280a,Response,Tentacles.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b15e00b6-64a0-4654-a249-e37b111122ff,Response,Testing a picture of my asshole to Ted Cruz.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
6020c98c-c725-4902-b7fc-85a36c8a8b55,Response,The American healthcare system.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
33a83022-625d-49e8-8bc6-2cc90d04cb48,Response,The Annual San Diego Conference of Blowjobs.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
521c6fbf-59af-4b4c-90d0-69263109bbfd,Response,The breakup of Yugoslavia.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
8fbf6ad7-05df-4af4-92a1-e53fd1b903ce,Response,The duck who eats bread out of my ass.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
72daace2-3c12-452f-8212-756f21c3c4b8,Response,The Electoral College.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
349a7d09-178c-497a-bf13-55b1494b9331,Response,The Great British Baking Show.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
66d7587c-ab5f-4eae-a768-d72897bb9c57,Response,The guillotine.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a3fba80c-47c9-4807-9a8a-cb0a29a7e16f,Response,The horrible things that giving birth dos to your vagina.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
f49b17ca-e4ff-4726-ac55-05ef7b12abb7,Response,The joys of motherhood.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b707116e-2d58-44bc-b852-caf15d26d539,Response,The kind of epic diarrhea that the ancient bards wrote songs about.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
74d29e8c-d0e9-457c-83dd-2df92ba6cdc6,Response,The lagacy of slavery.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
48fb68af-d5e8-4593-a4a2-285b2d9c6bea,Response,The long fingernail guy from The Guiness Book of World Records.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3a895640-08f6-4cac-8f3f-4b954bcab37e,Response,"The official company motto of Starbucks: ""To inspire and nurture the human spirit -- one person, one cup, and one neighborhood at a time.""",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ed7c0f79-ba21-448a-8e4c-359866cc0dae,Response,The pile of triceratops shit from Jurassic Park.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a8554054-0b07-4e47-9cdd-578c2a2d67ac,Response,The profound humanism of Iranian cinema.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
5d65785c-96e4-4d58-acf5-a6e68bc1945b,Response,The Satisfyer Pro 2 Air Pulse Clitoris Stimulator.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
43aac780-d240-40fc-af30-3ff35e3649a5,Response,"The song ""Uptown Funk"" coming on.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
61f32626-e350-408a-a500-0d44f46611ef,Response,The Swamp of Unlimited Pleasure.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
363eb383-4f1f-456d-ba5a-89b65306ccd1,Response,The ten largest men from my village.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
c14ec475-da0a-401e-a77c-7a36468ec135,Response,The terrible computer virus that put all this porn on my laptop.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
73cd6cee-cc1f-4734-aa17-bb4cb03f6b33,Response,The weird noises mom makes when she's swallowing big veggies.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3490a540-70b5-45da-aacc-0225501db795,Response,The world's ugliest baby.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
50bca69e-0219-4075-ac29-ed58ad05c4f0,Response,Thong crust.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
402ce3a8-9d33-498a-857e-8e18ac9730b0,Response,Threatening legal action.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a406c892-3459-4fdc-864d-adb31f940900,Response,"Throwing your dad into a dumpster and yelling, ""Now I am dad!""",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ef37e520-3118-4c59-9778-410308bc96c2,Response,Thunderous lovemaking.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
fb5a7bb3-31c6-4a0a-be35-3575ca008efc,Response,Thy anus.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
46dc3e9e-5f2d-4671-8c9f-86b0056d0cac,Response,Titty.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
702eb5b1-0df8-4017-a63e-5a074a0ea569,Response,Toddlers.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
15330c33-11e5-4719-b2df-de42161c0ae0,Response,Tongue-fucking them toes.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
e741c387-116f-4c54-bc9c-9cf474edb674,Response,Transphobia.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
76b3419d-209b-4a83-b916-cec5abbe1bf6,Response,Two dudes just bumpin' their balls together.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
a3912e6c-a994-4510-bd42-76c7a58d8ba1,Response,Unresolved childhood trauma.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
914e458b-7bad-461f-8d00-910fff0f68a5,Response,Watching someone fuck my wife.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
6f12e623-4c1f-4a22-8fdb-e0f11d4e2d14,Response,Watching you poop.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ed47b377-74b2-4fa0-8e16-9c8d1c0c78a0,Response,"Wearing a condom the proper way, around the balls and penis.",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
d4afafcd-8782-4334-8776-a5c41d073951,Response,Wearing a MAGA hat.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3860f6c7-8389-41c2-a0d5-1f7a7356aa4c,Response,Wearing the bicycle helmet during sex.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
5f8ad54b-f279-4c1f-9427-e4a34c63e440,Response,What I assume to be semen.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
3eb57d10-b5c9-4097-bc59-d59f6544e1fc,Response,"What the State of New Jersey describes as ""public defecation.""",0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
9b8096b6-10ec-4baf-892c-cba8f1c78c2e,Response,What?,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
249bb3a5-9aa9-439a-bd7c-d938b0b8e837,Response,Whatever Master desires.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
ea8f8048-21df-4354-8150-3d2f3f00a47b,Response,White trash in a kiddie pool.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
4948ae4d-ec88-49c3-8603-21482de8dd82,Response,Wife-swapping.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
b97a2495-6842-4b41-9a54-d84f1f620948,Response,Your father's throbbin' rockin' penis.,0,0,724cb7ce-4ae3-451a-85a6-f8c102991447
