uuid,name,description
281f9a7a-e708-4a99-8827-73e12d8cbcbb,Everything Box Expansion,"The Everything Box comes with 300 all-new cards to add to your deck of Cards Against Humanity.
We'd like to say we called it the Everything Box because it holds a mirror to our fragmented, chaotic world, where everything is monetized and opiate-peddling megacorporations control us with amoral social media algorithms.
But honestly, we were just hungry.
Bagel not included.

Released: August 10, 2021  Icon: Bagel"
22438c4e-9315-4200-ae0c-264ada35d621,Response,Impostor Syndrome.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6605a492-02cc-4b50-8eaf-e55320867e77,Response,Inhaling a bird mid-yawn.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
5eb6e74e-34b6-497e-8ac2-c75164518bb0,Response,Janky tits that go clankety-clank.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cfde6606-0eee-4a63-9a9f-921c846f0414,Response,Killing God.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
bb1fab4a-a2f9-474c-9e41-04c5fd80b54f,Response,Knowing the legal age of consent in all 50 states.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
644e5a6a-204a-4825-9768-4bb30aa7c9e7,Response,Laying a Nintendo at the Tomb of the Unknown Soldier.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
d46ce36b-588f-47e9-8da5-bb00abb93082,Response,Leonardo DiCaprio having sex with a jar of mango salsa.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
08b35feb-188a-48c9-8aaf-7c774058dca3,Response,Literally fucking the police.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
676d2e18-2161-46bd-8071-12588c894588,Response,Livin' la vida loca.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cbf4daea-7216-4bad-a83d-ab847611c466,Response,"Looking at an infographic and saying ""wow.""",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8cdf8718-aa30-4eb1-a3f1-dd0fe7701d86,Response,Losing custody of the kids.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
93622aed-f89c-47c7-ba8f-da29df72e9b8,Response,Lowering your standards.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
358ef824-d44e-47cf-abe6-306e4436cf3c,Response,Lying face-down in wet cement.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
d18b1128-56d7-4cee-8950-72af6e5147ef,Response,Making friends as an adult.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
20b83912-2176-46f0-bae7-6f6a9bd5a87d,Response,Making love atop a windswept mesa as the sun blooms on the horizon.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
3d42cf5a-82bc-4033-b389-1d8c44a57352,Response,Mitch McConnell.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6974c289-8b9a-4d38-99ba-237e2f4f6eb3,Response,More cowbell.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cdd2bbb6-258c-48ff-8d43-ce8b827fc3d4,Response,Muh truck.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
7fce4b69-6da8-4622-a4b3-9f0e3c884c52,Response,My beautiful granddaughter.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
fab153f1-319b-466d-ae0a-e017047d14db,Response,My landlord.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
86fae1fb-b0d9-4b4f-b603-0bb8d4b9883e,Response,"My man, Horace.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
7f07c577-8a25-4e81-9235-4ac5e5f9f1bf,Response,"Namazu, the giant mythical catfish.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
460042a4-d351-4ac7-a435-73436e1d2005,Response,Nelson Mandela.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b9942cd8-7dad-4710-ba82-e15804918224,Response,Neoliberalism.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
72009604-5cc0-4b47-a3f4-b8723e5d3b08,Response,Norwegian mansluts.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
427bbbe3-c3a7-4eea-8c2e-2bc106e42b48,Response,OnlyFans.com,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6d55f82e-15ec-463a-888c-f3cc83a4753d,Response,Organized religion.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
ca267c7d-125c-41d0-93b0-aaef52940cef,Response,Passing as white.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
5c0df283-26fd-4bac-8dcf-0f260385d5a9,Response,Peeeeeeee!,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cb0213a9-1f9d-49a1-979a-b138c755809b,Response,Permanent brain damage from football.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
be05a8e8-abff-461a-ad91-7150dfdfebd1,Response,Personal growth.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
49fa8902-7627-4ac4-a5b7-86ee46dbbed0,Response,Playing the cello like a gorilla having a stroke.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6da4d23a-65fe-4e9e-b735-5eeb238bccbc,Response,Profiting off the exploited labot of the working class.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6ad27596-4697-4019-a4b8-0ee2be625f2f,Response,Promoting democracy in the Middle East.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
2683df45-9e46-4183-a2a6-31dfe5b87726,Response,Pulling Grandpa's pants down and smacking his old butt.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
eb90f72d-23f6-4f5b-9f99-84764c81c633,Response,Punching my dad in the face and stealing his car.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
91109f56-0ac6-4291-a075-b9cfd8559edd,Response,Putting a bookmark in your pussy to remind where I left off.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
deaa4ac2-16c4-42df-bda9-b4e293a7ed6f,Response,Putting the Pop-Tarts in the toaster like a self-respecting person.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
c1619d8a-b955-42a5-b81a-61a479e4fceb,Response,Quality custom upholstery at unbeatable prices.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
877f05a6-f650-42d6-8daa-5716269cd7ed,Response,Quitting.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
13296282-6441-454b-b91e-b17895908894,Response,Receiving anal pleasure at Burger King.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4e07326a-9278-4bff-a1ec-11a15564eb6b,Response,"Referring to a mozzarella stick as a ""bad boy.""",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
a5c98234-fc2f-4c13-9d05-94ef4ffb9cf2,Response,Refusing to pay federal or state income taxes.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6a7c7bb5-fb1c-40ab-bd59-9578df6ab27d,Response,Remembering that Donald Trump was the president.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
08b0dd8c-e1bc-4b93-9e4c-8c3a133b7c57,Response,Renouncing Christ.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
105dcf0d-b413-40c6-ad39-33da8a203ebb,Response,Resonating with the Earth's vibrational energy.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6ef5f873-4f34-475e-8b21-ea1521b353f2,Response,"Returning all money to its rightful owner, Jeff Bezos.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
76c9f17a-adeb-453b-a2b4-7f6137e8ede4,Response,"Ribs, the food that's got BONES!",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
c01f1728-b423-449a-839b-654e252c495c,Response,Rudy Giuliani.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cef7296e-6605-43b5-b6e4-f5dc77932860,Response,Running a marathon because oooooh look at me!,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
773a54e4-1f18-4a35-aeeb-832c63b1d17f,Response,"Running my tongue all the way from your forehead to your asshole in one long, creepy stroke.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
56e40463-d830-4759-a845-3e1ea2ea02bc,Response,RuPaul.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
74f050c7-6662-4bd2-b88a-294f76a20bed,Response,Russian propaganda.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
19c6632b-a7c6-4775-b874-4d920bf5f2c1,Response,Saudi Crown Prince Mohammed bin Salman.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
f8ccff57-63c6-4c41-a4e6-0f62d77994a2,Response,"Saying ""fuck it"" and stepping off a cliff.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
e6280e42-1ac0-4277-832f-94fc2de736f6,Response,Saying grace before sex.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4435e925-1435-445e-bb12-5a5d103e81cf,Response,Sexy stinky werewolf boys.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
ae6579df-e5ea-4e2a-895c-d4eef51fb663,Response,Shattered hopes and dreams.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
cf32bbe1-5aa8-40d8-b79d-9f1da430ce7f,Response,Shittin' me britches.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8a2ae4c1-1232-49ec-b026-407b5badc8a6,Response,Shitting into a Coinstar machine.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4e78b897-9d55-4b1d-9278-b6f6dc53e27e,Response,"Shitting out part of a turd, sucking it back in, and shitting it back out over and over so you're basically fucking yourself with your own shit.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
0a4780d7-616f-433e-bbdc-1b2e3638a53e,Response,Showing deference to the King of Thailand.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
1bc68738-f410-40be-8cd5-1d240334ef9e,Response,Slappin' dat pussaaayyyyyy!,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
416d473f-ed24-453b-b2cd-0a8e75994bff,Response,Slut-shaming.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
bd166bda-19d7-46f1-bd06-63b5fef762d5,Response,Smearing feces on the walls.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b006cb6a-0914-44ed-9b25-36977e7749ca,Response,"Smokin' a joint, eatin' some cat food, and watchin' Law & Order SVU.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
1dc3570f-b1ec-4d87-8737-6ef49084c4ff,Response,Socialism.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
f4f0b66e-99c1-46d2-8bd4-1f5320661a9b,Response,Some piece-of-shit birdhouse my kid made.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8209b942-c65c-4c6f-8ae3-313c595e0f30,Response,Some sort of alien lobster handjob contest.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
eb3c3b04-de55-48b7-a3bd-c2bff19c9513,Response,Spending way too long picking a restaurant.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
88df797d-3a54-4e18-9a17-7143d8498a64,Response,Sponsored content.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
31fe3dc1-3da6-4895-b8bd-8b9cc3b33c79,Response,Squeezing an egg out of my bird pussy.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4542a84d-0964-4ca6-8a9e-e19647b68f72,Response,Stabbing a motherfucker in the face.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
ed50b37a-4c26-430a-9299-71b376a4f9c1,Response,Staging a coup.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
a43d5dab-e96a-4874-801d-b88955e41d81,Response,"Stompin' around, humpin' and dumpin'.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
5bf67fd2-521d-48dd-9df2-ee8dc719b2be,Response,Sturdy Bulgarian women.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
a19379a8-dff3-4d50-814f-f8c02fca37e5,Response,Sucking period clumps through a boba straw.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
da027143-0618-49bb-b6fa-fa6ddb7a4397,Response,Swallowing an unopend can of beer.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
319db821-103b-4ea3-9848-61e2812451a4,Response,"Taking a nap, and then taking another nap.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
dfc74f3f-ac8f-446a-a022-824cf990f20a,Response,Taking forever to cum.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b634a423-0f5b-4f2d-8ce7-943d0f51f883,Response,Tentacles.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8ac3798f-bbae-4d20-ac45-37630dab6805,Response,Testing a picture of my asshole to Ted Cruz.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
3bf7c1f0-50f4-4565-8160-43de4e9a7496,Response,The American healthcare system.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
727cd7fe-2545-4dcb-85fd-af03c4ffb5ba,Response,The Annual San Diego Conference of Blowjobs.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
62c24952-2d68-45ec-8019-add3d4473141,Response,The breakup of Yugoslavia.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
69b7ace9-39f7-47e6-bafc-8ad3ef93f039,Response,The duck who eats bread out of my ass.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
0059ed3c-79e9-49fe-bfd5-a0a825119eec,Response,The Electoral College.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6ae15b5e-e2bf-459e-9ab3-65a473e77864,Response,The Great British Baking Show.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
82f847a7-522c-4fda-a217-cfa47588b9be,Response,The guillotine.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
622d7a2a-2739-42f0-a696-f0fbcc7c6424,Response,The horrible things that giving birth dos to your vagina.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8fc45b6b-6a9a-4b1f-9c7d-dd2962a6fc2a,Response,The joys of motherhood.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
da438b33-57dc-49b8-87d7-5b646f281638,Response,The kind of epic diarrhea that the ancient bards wrote songs about.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
36574076-ab66-4a8d-94ff-66b04542fd2c,Response,The lagacy of slavery.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
bc18cf59-03ae-4ea6-bd2f-a8374849bcec,Response,The long fingernail guy from The Guiness Book of World Records.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
787ef373-f8a8-4614-84dd-ff8b351632f1,Response,"The official company motto of Starbucks: ""To inspire and nurture the human spirit -- one person, one cup, and one neighborhood at a time.""",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
636781f0-a68f-4e70-9662-8165d355a323,Response,The pile of triceratops shit from Jurassic Park.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
c28b53d0-3751-4463-8c81-f327313ddcde,Response,The profound humanism of Iranian cinema.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
ef45f7ef-caac-4329-8fe5-f229d8b5feef,Response,The Satisfyer Pro 2 Air Pulse Clitoris Stimulator.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4dc043c1-b8bf-443d-a611-883bd917a49b,Response,"The song ""Uptown Funk"" coming on.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
973d60e9-56d0-41ec-8509-808aca5c51a5,Response,The Swamp of Unlimited Pleasure.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
1d74909b-75e1-4b98-b745-a8f8f921c692,Response,The ten largest men from my village.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
fe75e6d2-a5aa-4963-a633-41cc03fa76fc,Response,The terrible computer virus that put all this porn on my laptop.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
e5741281-be9d-4d11-ab9a-3e8a1df64efa,Response,The weird noises mom makes when she's swallowing big veggies.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
d2e3ce6c-9088-4eee-a20a-aa61d0c401f2,Response,The world's ugliest baby.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
659faee4-ef76-4564-82c7-a9002336fa90,Response,Thong crust.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b3dc6940-edfb-4dc3-9c9c-de685f244590,Response,Threatening legal action.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
40c22942-3062-408f-9d98-db8915c413fc,Response,"Throwing your dad into a dumpster and yelling, ""Now I am dad!""",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
71d5a6ae-15ad-4127-8b49-54e19efb670d,Response,Thunderous lovemaking.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
d64bb179-3836-4546-af2c-11e827d87e64,Response,Thy anus.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
96dc6617-454c-46c2-8b78-7477f43ae3bb,Response,Titty.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
2a35ea2e-0c72-4e9e-9e21-90ac2678c9d7,Response,Toddlers.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b8a1d748-731d-48b4-ba13-d552deb35e51,Response,Tongue-fucking them toes.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
0913b517-cf39-4fd7-a185-d2ef65c13f76,Response,Transphobia.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
6a0fdf09-f3f5-4d84-8b88-a333836e43b8,Response,Two dudes just bumpin' their balls together.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
24a713fa-fa44-4895-bf44-243b799c096b,Response,Unresolved childhood trauma.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
78732afe-0489-4602-8016-d0b6699af615,Response,Watching someone fuck my wife.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
496a4ddd-11ab-4377-b0bb-48c13a557dc6,Response,Watching you poop.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
91f94106-b6a9-4647-a2ff-c00bc2a7579a,Response,"Wearing a condom the proper way, around the balls and penis.",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
4a0bf93f-0082-42b2-9e1d-9efff352693d,Response,Wearing a MAGA hat.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
681af231-851a-41ce-bf4a-7f335d388774,Response,Wearing the bicycle helmet during sex.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
2d5da804-b9f8-4ffc-9bd7-e92915c6f000,Response,What I assume to be semen.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
b6a5637d-0689-485a-b5e9-3cb7ba0549d0,Response,"What the State of New Jersey describes as ""public defecation.""",0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
ef61cea4-aff6-411e-bce2-215a003a1fb5,Response,What?,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
978e6d93-000c-4394-84d4-d1d37cbc19d6,Response,Whatever Master desires.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
537524b1-dc2e-4c05-980f-5af627c219f8,Response,White trash in a kiddie pool.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
eee8014f-139d-4627-8167-afe2a8616f88,Response,Wife-swapping.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
8f3f1f84-bf2a-4e20-8bf2-968e02a5d89e,Response,Your father's throbbin' rockin' penis.,0,0,d44f1e5c-7664-413c-aedc-d2160786c1d1
