uuid,name,description
ef141e64-31c3-4cbe-8f10-bbc361f7787d,Cards Against Humanity: First Expansion,"Released November 7, 2011. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""1"". "

uuid,edition,version,description,author,releaseDate,column
6a824873-e9ee-4e59-be26-b761a42d68ff,,v1.0,,,0,0
4f670172-5583-4ccd-816d-a0fe4572e461,,v1.1,,,0,1
5d82ea76-d99e-4247-aff5-2740e37cb451,,v1.2,,,0,2
7fdb30c8-f96e-45be-afb6-d4f0634cdf38,,v1.3,,,0,3
641ff8a5-0117-4e86-b9ef-b46224022220,,v1.4,,,0,4
cf089f07-652b-4606-aa06-437dbf53d9f4,,v1.5,,,0,5
e0147b59-87a0-4dca-9fa5-4c37af15e33d,,v1.6,,,0,6

uuid,suite,text,draw,pick,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
29135dda-c2e5-44f0-b48e-8b6aad8732cf,Response,Fabricating statistics.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
8bb5c467-b4c0-40b1-a2f8-690177b671b0,Response,Finding a skeleton.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
65b0ce03-84c6-4855-a3e6-bb1447cba274,Response,Gandalf.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
056f412b-2c5c-4e1e-ae31-0f36032a9598,Response,Genetically engineered super-soldiers.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a8f01c7a-c39d-4fd6-aec1-af0ee5795dcf,Response,George Clooney's musk.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
259ccba0-8a93-4781-9543-7400c4e98778,Response,Getting abducted by Peter Pan.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
c4e686be-a1c1-443f-83c5-3d21efae0eb4,Response,"Getting in her pants, politely.",0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
cb133ce0-c269-486e-903f-4a8c9972efb3,Response,Gladiatorial combat.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a8bbcc6c-0e33-48b2-97e8-fc5f149b11ad,Response,Good grammar.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
32768007-2306-4d9a-8efb-dc4ac7c44dbc,Response,Having a penis.,0,0,,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
47399875-6a23-458f-85eb-8a8c5b7166af,Response,Hipsters.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
202aa85d-f48f-4003-b956-dfff97fbbb11,Response,Historical revisionism.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
cc7be0b6-981a-455f-9f27-f3aa4989052b,Response,Insatiable bloodlust.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
11e593d3-43a9-4efc-a18a-5161c86bb6d0,Response,Jafar.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
63a0038b-7a4b-4f30-8cb9-999523310a68,Response,Jean-Claude Van Damme in slow motion.,0,0,,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
ca3912be-41f4-4b06-b76e-660e9ee281ba,Response,Jean-Claude Van Damme.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
2d24b9a1-97cc-42cb-85a6-5ea754457d23,Response,Just the tip.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
8f77bafc-d38c-4e23-830e-0e5aaf938ade,Response,Leveling up.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
7537f619-e563-424f-ad15-a7903d917356,Response,Literally eating shit.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2bd7d056-7712-49b6-b6d3-09a555f150fa,Response,Mad hacky-sack skills.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2f7d6af5-a83d-49c0-8930-a288919dc7dd,Response,Making the penises kiss.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2ddb0ec3-8d12-4f8d-b5a2-b969b7d657ff,Response,Media coverage.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
5e004ff7-8542-400b-a278-17b4dc1820fb,Response,Medieval Times® Dinner & Tournament.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
307441be-983b-4b49-b827-f75cc92bb686,Response,Mom.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
bd785997-2558-4836-b71a-1af40ff91245,Response,Moral ambiguity.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
ea39ba4f-11c2-4c23-9457-57fc3a27a1cf,Response,My machete.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
ced01462-3c66-4cc0-8800-828dfb1fc4b8,Response,Neil Patrick Harris.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a081cce6-3184-41d8-92dc-d347e9de1f16,Response,NOOOOOOOOO!!!,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
096f58f7-09e2-4b5f-ba48-3536c6c9e7d8,Response,Nubile slave boys.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
4213c8ce-a245-4ca1-8446-99bb51646a9b,Response,Ominous background music.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
f7ec3b4d-4e0a-4c3d-9d1d-97626a26d049,Response,One thousand Slim Jims.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
68f5875d-9851-497d-a6d8-0b952af0e73d,Response,Overpowering your father.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
74287d78-0807-43a0-8fa1-1f91d9392116,Response,Panty raids.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,,
af8e97f6-150a-4ec4-b8ae-ff64e91d0c37,Response,Pistol-whipping a hostage.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
46b7eb9a-8a62-472a-a944-666d61f0f772,Response,Quiche.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
1cfe0527-f840-4b51-afd6-994ffc20a782,Response,Quivering jowls.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
5951ca5b-5596-4241-af5f-7339d0c610d3,Response,Revenge fucking.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
727e1967-957f-4e35-a9a1-9370627fcee7,Response,Ripping into a man's chest and pulling out his still-beating heart.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
6b7efbbe-216d-4cf2-b1c6-2b6b97a11699,Response,Ryan Gosling riding in on a white horse.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
63b5ed4e-7c39-4d54-9262-b2d1f50ae207,Response,Salvia.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
054796e8-f155-4e2c-8784-1b4d0431478c,Response,Sanding off a man's nose.,0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
10f78489-eda3-46bf-a0f6-1820cd2e1ef5,Response,Santa Claus.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
4ca43eec-63bd-477e-8ea0-0331d0d4a096,Response,Savagely beating a mascot.,0,0,,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
c2e8a3de-181d-458b-a9f3-70cf41afc149,Response,Scrotum tickling.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
b350897d-cc37-48cf-a6c3-123bb82b9225,Response,Sexual humiliation.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
47a9e0ed-0eb0-4f7f-bc69-da0a2c87fa0a,Response,Sexy Siamese twins.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,,
0cda069e-3e49-4526-8efb-5cf4f6811507,Response,Shaft.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
d42bf0cd-d380-4ff3-bd3f-85519b38cc69,Response,Shitting out a screaming face.,0,0,,,,,,,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a79e2a6f-9b4f-4317-b62f-89c26be8a7b9,Response,Slow motion.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
8d1fafb5-63de-4f98-9a32-5d3a302eed63,Response,Space muffins.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
8941a4d7-a6a5-4cd3-bd70-f85d35bb326e,Response,Statistically validated stereotypes.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a2d006cf-94ea-4d4b-bb07-eef61fea4f3b,Response,Stockholm Syndrome.,0,0,,,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
b5104051-eb80-40b7-a279-b97db20271ac,Response,Sudden Poop Explosion Disease.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
239c0127-9e2f-47a9-ad48-6f537326983f,Response,Suicidal thoughts.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2aee767a-169a-483c-8995-2da7c04ee66b,Response,Syphilitic insanity.,0,0,,,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
9807e56f-cb72-4bc1-a7e5-05320a42cef4,Response,The boners of the elderly.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
90945ff9-9011-421e-acdb-2fba6fd67af4,Response,The economy.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
0ac18568-4bfe-46f1-a101-95d35d189100,Response,The Fanta® girls.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
9d2cd571-1999-4ccb-a56d-be6116da8b07,Response,The four arms of Vishnu.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
6e9c3ffd-88e4-46e9-8ea9-7a633764e22c,Response,The Gulags.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2bc1b218-39f5-4103-83ad-59228dbff4aa,Response,The harsh light of day.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
d21cd622-12ca-4011-a7b7-ab1d368118ed,Response,The hiccups.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
da15270d-d595-4e7a-b426-35f42cf1c400,Response,The ooze.,0,0,,,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
d1bace91-446e-4c2e-b6c8-fff52a228a93,Response,The shambling corpse of Larry King.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
44ab3d69-2513-4271-b6df-ee98bc62e5c0,Response,The worst pain imaginable. Times two!,0,0,,,,,,,e0147b59-87a0-4dca-9fa5-4c37af15e33d
b721020c-ed64-4d14-b6a1-25746f86a2e0,Response,This guy!,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
eac71655-e552-40d0-9f91-97e56df22ece,Response,Tripping balls.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
265c46fb-b7cb-4d8d-b6e4-a4ae5f5eb1da,Response,Walking in on Dad peeing into Mom's mouth.,0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
