uuid,name,description
cf360085-d4ad-44ea-84be-727f6e330167,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
845678ac-705f-4159-bf9e-2b2b749b4ee6,,v1.0,,,0,0
0947bf5e-f927-4045-844b-b4d3cf5229dc,,v1.1,,,0,1
4a6555a5-d621-4c65-81cf-109bea3b8663,,v1.2,,,0,2
438a8162-0b02-4e2d-8028-6eb4676a9944,,v1.3,,,0,3
dd0b09a6-6bc9-4afd-b693-d0b78dd5da45,,v1.4,,,0,4
b3c39d94-1864-45ed-8e95-7e596be62578,Prompt,"Well if ______ is good enough for ______, it's good enough for me.",0,2,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
39306fce-ffb3-4f20-93cd-96a8cf865961,Prompt,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ______.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5ab6141b-20d3-427d-85f8-bf310f6388fe,Prompt,Wes Anderson's new film tells the story of a precocious child coming to terms with ______.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
cd6ac99e-14f0-4c94-b8f7-8377070129f3,Prompt,What killed my boner?,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6d3a7602-b12f-4dd0-b306-0c25d9c2bd32,Prompt,What's fun until it gets weird?,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f715b60e-0474-411a-8afd-dfbdf02a4e6b,Prompt,What's making things awkward in the sauna?,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6376d561-f801-4399-9a84-481dd811c82d,Prompt,"When I was a kid, we used to play Cowboys and ______.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
02229f40-9311-467c-9a73-6d2ae75034cc,Prompt,WHOOO! God damn I love ______!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2dffb6ea-531b-4dbd-af7e-3af599f33591,Prompt,Why am I broke?,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bc39a762-2c87-4bc3-b49a-9eb19e489a0b,Prompt,Why won't you make love to me anymore? Is it ______?,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b9dfa19b-743e-4781-bec6-5551d6f9e74c,Prompt,"Y'all ready to get this thing started? I'm Nick Cannon, and this is America's Got ______.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
0573a961-8d76-4dd6-b1c4-d6de489acdbf,Prompt,Yo' mama's so fat she ______!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5813637a-f9ba-4660-80b3-a4f79437371e,Prompt,You are not alone. Millions of Americans struggle with ______ every day.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
11e247f8-3109-4b2c-aaf1-7a147c8c73f8,Prompt,"You guys, I saw this crazy movie last night. It opens on ______, and then there's some stuff about ______, and then it ends with ______.",2,3,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1cfdebbe-27b6-4e07-b1fa-39d8e18fbe99,Prompt,"You know, once you get past ______, ______ ain't so bad.",0,2,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2f62eab6-46e3-4120-9b72-cd070091ae6f,Prompt,You Won't Believe These 15 Hilarious ______ Bloopers!,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
9b45f815-98ef-45e7-b7c0-a50babc7a3d2,Prompt,"You've seen the bearded lady! You've seen the ring of fire! Now, ladies and gentlemen, feast your eyes upon ______!",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f8c55c99-5cb8-46cd-972d-5c6951e6dce4,Response,10 Incredible Facts About the Anus.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
eacd67c4-74a8-4cf8-834f-8aef6bd43079,Response,40 acres and a mule.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
3d4bc823-f9a2-4b6f-84bd-cfdac79e2e1a,Response,A bass drop so huge it tears the starry vault asunder to reveal the face of God.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
629b9d2e-eacc-4a39-b548-a2baddeffc19,Response,A bunch of idiots playing a card game instead of interacting like normal humans.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1ffcda78-5e60-4150-8dba-7db71df784ea,Response,A buttload of candy.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ebf1fe7a-2335-4d76-a53e-8738eb899bba,Response,A chimpanzee in sunglasses fucking your wife.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
f1e74c27-a9e9-46a8-9af9-a7dca6d1e389,Response,A commitment to hiring diverse talent.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6c613f37-c0c7-40db-937f-ae098a38f225,Response,A constant need for validation.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ca234aec-c1d3-4cf9-b536-a2796664bd59,Response,A crazy little thing called love.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2d983c0c-f770-4fa7-aed9-9d3a7aeb1f88,Response,A dance move that's just sex.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
a9bb8d10-ad4b-48c1-a984-681aaa8ad0a5,Response,A disappointing salad.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2363fee8-a0c4-4cf5-ae5d-80ba93b5b63d,Response,A face full of horse cum.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d5f4a30a-b9a4-469a-ab42-33e0fa8b8ae6,Response,A fart.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2eca6100-40cb-4aa6-8bee-7a08f2100d67,Response,A for-real lizard that spits blood from its eyes.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
dc76d0d1-2ff3-4fc6-b04b-ab2d1ba0e7b1,Response,A gender identity that can only be conveyed through slam poetry.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
e0b7d87c-42bd-4151-8ce4-d3c7e6a6a8f0,Response,A giant powdery manbaby.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
787d6a47-8727-4264-b569-9b0e0a3d0b78,Response,A global cabal of pedophile billionaires.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b2a7100d-c283-4dd5-af10-dc8b842f66a2,Response,A hopeless amount of spiders.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d6c857a8-23e4-49a0-8610-cfd774470523,Response,A horse with no legs.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c7394941-4f0d-4fc0-b230-284ff5b5c797,Response,A kiss on the lips.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7f5a68f4-7d20-4eb6-87b4-210303fa9eba,Response,A lil’ stupid ass bitch.,0,0,,,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f87758dc-e17b-4b15-81df-8d8e23c4b7c5,Response,A man who is so cool that he rides on a motorcycle.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c3ef4035-251b-4be5-a709-1efa3f302fc4,Response,A manhole.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
be6a8213-f886-489f-9399-3d89a222f4ad,Response,A mouthful of potato salad.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
57972eea-7b36-400f-bac5-c6719fb2c9a1,Response,A Native American who solves crimes by going into the spirit world.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
2ad6cdc5-e04d-47f0-87cc-b3d2b67860e4,Response,"A one-way ticket to Gary, Indiana.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
65f1c1a2-dfce-4b99-a884-e9e05b7695a7,Response,A peyote-fueled vision quest.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
22006231-f4bd-4d27-bf3a-e263279c0180,Response,A pizza guy who fucked up.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d8175dbe-af6b-4abb-8f9a-d730de63f1eb,Response,A possible Muslim.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
18debf7c-a54d-4f18-a243-e6053eb9d76b,Response,A reason not to commit suicide.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
883a415b-d750-4f42-82ec-4ce40091259d,Response,A self-microwaving burrito.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
3ad85c72-6573-4a54-a273-e4643ce4b46c,Response,A sex comet from Neptune that plunges the Earth into eternal sexiness.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
a3097293-e238-4933-b613-c29ab6871f00,Response,A sex goblin with a carnival penis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
c41c7c52-0c42-48d1-acf5-4f5399ece795,Response,A shiny rock that proves I love you.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
a6ac6573-cd4c-409b-b3b4-32cec55590fe,Response,A team of lawyers.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
be4d40d0-1c9d-490b-aac8-d1a5b0b3ddc4,Response,A thrilling chase over the rooftops of Rio de Janeiro.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
00c3005c-5d68-407f-b990-e3b5ed7ea682,Response,A turd.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
e4712aa7-2326-44b5-9e2b-2425a7199510,Response,A Ugandan warlord.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6da87679-f8bb-42dd-8af9-9a5b97e6d23d,Response,A whole lotta woman.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
4ecbb385-c0c7-439b-ac74-0baff5da32a8,Response,A whole new kind of porn.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f276e659-8de6-49d4-9f85-a3f0571a514b,Response,A woman who is much stronger than me.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6fc3b2e4-9d1f-4794-8cee-402e4d7fb8f1,Response,A woman.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b1b8f5fb-66f3-4362-8f0f-332665aaecbd,Response,"A zero-risk way to make $2,000 from home.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
cd9189e3-ca1a-446b-8874-86b24df21c0f,Response,Acknowledging that we stand on the unceded lands of Indigeenous peoples.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
a450be94-35f1-4ad5-ba6e-76e170463870,Response,Actual mutants with medical conditions and no superpowers.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
6c1a934e-24a1-4009-a5b2-6e57803ad70a,Response,Africa.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6bc02ab0-f86c-4386-9159-efcb787443aa,Response,AIDS monkeys.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
835565ed-77de-4b34-b05c-653dd1ad6852,Response,All the single ladies.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
905ffd76-4b3e-488a-8f19-b36edf9f9d4a,Response,All these decorative pillows.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f4e3da98-5b64-479f-b592-132bb50f2049,Response,Almost giving money to a homeless person.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
71801fbb-c131-44bc-9f1e-d825fefb1bf0,Response,Ambiguous sarcasm.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
8f7f1ecf-ae94-43b2-956c-9b4039a14aa6,Response,An inability to form meaningful relationships.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f6abfa93-6f43-4caf-950e-1405fb7ab967,Response,An interracial handshake.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
ea74212d-3d9a-435f-9ea0-42df97beb103,Response,An oppressed people with a vibrant culture.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b7b6ac88-d118-443f-9f15-50a6a28b84c1,Response,An overwhelming variety of cheeses.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
33be4f30-d130-4fe8-99a4-ab2280c08ed3,Response,An unforgettable quinceañera.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1fb12d36-2ace-40e3-9048-03119da794a9,Response,An uninterrupted history of imperialism and exploitation.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2ebc8e37-a717-48da-83ae-445438dc5dee,Response,Anal fissures like you wouldn't believe.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
19435e06-44ed-464b-9b05-9c0808eaf755,Response,Ancient Athenian boy-fucking.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7b0e7613-413a-438b-a423-f5378e047067,Response,Angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of night.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
51317e1d-d8d0-48bf-8704-dd8c3efb7b65,Response,Ass to mouth.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
85d9ce87-9243-4fb8-b491-10167f995a74,Response,Backwards knees.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
