uuid,name,description
1203b14b-0d08-4958-b40e-9c43b60fce08,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
b86f3ab6-1a01-4338-986a-e7aae4c6f460,,v1.0,,,0,0
e76bbcef-c125-4557-901c-78e0ad64dfe2,,v1.1,,,0,1
4a77719b-f6ec-44c3-9f59-90442fe823d3,,v1.2,,,0,2
12992326-a6c3-45b8-b87f-c9ac85e0a464,,v1.3,,,0,3
3c5b35c0-3354-4712-b391-058b3e804d1d,,v1.4,,,0,4

uuid,suite,text,draw,pick,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8ce4e16e-7675-457c-9cea-bb6efe0e6bb7,Prompt,"When all else fails, I can always masturbate to ______.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
6b9989fd-15fd-4ab3-b177-318893c5ee1c,Prompt,"When I pooped, what came out of my butt?",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
54d44d4e-180f-4182-b0e9-e96ba974f176,Prompt,When the dog bites / When the bee stings / When I'm feeling sad / I simply remember ______ / And then I don't feel so bad.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
19987d3a-e2bd-406d-93e1-52a6a08f4c3d,Prompt,"When you get right down to it, ______ is just ______.",0,2,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ac7b5a27-7c59-4d79-a1e8-07c807b880e3,Prompt,"With enough time and pressure, ______ will turn into ______.",0,2,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
9b22df97-014b-4d90-97aa-b4313d9b82d9,Prompt,You haven't truly lived until you've experienced ______ and ______ at the same time.,0,2,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
63b356d8-3bf2-4922-b1b4-9a6d1c0fdbf2,Prompt,"Your persistence is admirable, my dear Prince. But you cannot win my heart with ______ alone.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
d8696733-6070-44ca-a1d1-51bc80b4ff58,Response,24-hour media coverage.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
cccaabb2-b0b2-4266-944e-749261d522c0,Response,A 55-gallon drum of lube.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f549258e-d2f4-43bf-959a-a1945e88c39a,Response,A big black dick.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
0fc32b6d-175c-4586-8e28-d8304b8a3e4f,Response,"A bigger, blacker dick.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
27babc12-1f9c-4402-9832-0242fce2bfae,Response,A black-owned and operated business.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
7b5c732f-20cc-4e00-9128-248ab2daa4b4,Response,"A Black-owned and operated business. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
88a59f96-b7cb-461e-80c0-67a4bdda47e3,Response,A bloody pacifier.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
8f5ce7f4-d65e-4aa5-920b-d37e7fe6558a,Response,A boo-boo.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
bb4cdba4-f136-427e-b386-9c575e029f92,Response,A botched circumcision.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
594e1b08-2637-42cf-b58d-daa0261c07cf,Response,A Burmese tiger pit.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
62613c02-aa94-4f59-b898-23dbb23cf6dc,Response,A cat video so cute that your eyes roll back and your spine slides out of your anus.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
07b601e2-28b5-42ad-a7c6-9b333cc27a99,Response,A complicated relationship with food.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8c6e598c-d55a-4f7e-a301-ecdc6b2aca6b,Response,A cop who is also a dog.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
56c7033a-67b5-4372-b460-e75c70db5687,Response,A crappy little hand.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
8b7ca708-307a-4161-9f6c-9a24ffaa8a64,Response,A dollop of sour cream.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
6e43b07b-870b-4b72-ac42-595f5dc64be7,Response,A drone strike.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
dce0c3ea-410f-44ad-ad41-d7d18fd95bbf,Response,A fat bald man from the internet.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
5afaaad7-3272-48ff-9f93-1a983c4b9f92,Response,A fortuitous turnip harvest.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
11b5c852-f505-4f77-bf9c-4538ae14b067,Response,A greased-up Matthew McConaughey.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
ffc0b4dd-25ab-49f7-8f47-20f8f335789e,Response,A Japanese toaster you can fuck.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
76dfeb78-54b2-4d55-bf84-3a821ca93e22,Response,A Japanese tourist who wants something very badly but cannot communicate it.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
f4b40363-da0d-478e-997d-9cb7354a77e6,Response,A lamprey swimming up the toilet and latching onto your taint.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
c7c9244d-4cdd-40bf-8aa3-a048378ba78c,Response,A low standard of living.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5c3f19ad-fc88-413d-9a45-e56e3953cb39,Response,A magic hippie love cloud.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
04847567-2c14-4d84-9fc4-608d5fdb8fbd,Response,A man in yoga pants with a ponytail and feather earrings.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a0cebc95-131f-4782-b0e3-e5e51045e508,Response,A nautical theme.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
8ab7cd10-c8ea-42ce-b9d8-eb3d8c9a286b,Response,A nuanced critique.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
d122ff62-f3a9-4e44-958c-31f503f63023,Response,A passionate Latino lover.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a39a8255-e154-4c1a-a0d9-8456242e35f4,Response,A phantasmagoria of anal delights.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8923cba4-bad5-432e-9b41-4fc8e0039892,Response,A pile of squirming bodies.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
db7e28d1-31f8-4f94-85e3-66f0980556d8,Response,A piñata full of scorpions.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
4dd47a50-8421-4d99-929a-29957141b6dd,Response,A plunger to the face.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
06dae89f-30b6-42b1-b8ae-763c31724d00,Response,A PowerPoint presentation.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
3bc5f896-f04c-4ae3-b846-2cfe01271f5b,Response,A real sad guy.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
87218bc2-3fa6-4a06-bbab-d7052c9709d0,Response,A sad fat dragon with no friends.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
c1278997-a861-4ce4-84a7-c502f2875937,Response,A sales team of clowns and pedophiles.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ba095efe-b4e8-493d-aa64-a2ea7d6212c3,Response,A slightly shittier parallel universe.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
e9fe0c81-45ac-4f76-9110-3cb12bebaf19,Response,"A smiling black man, a latina businesswoman, a cool Asian, and some whites.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
81caabdd-3c4b-4404-982a-fdde97fd3493,Response,"A sofa that says “I have style, but I like to be comfortable.”",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
beedb191-7be8-4b96-8840-6757cf09749c,Response,A special kind of yogurt called “cum.”,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
8b11f023-625d-4bd3-9e6e-9bb425445d86,Response,A spontaneous conga line.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5a486b53-c73f-4b12-b4f7-f7085a36f7f9,Response,A squadron of moles wearing aviator goggles.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
184a839f-6491-4c51-b1d2-0b19998ebaa2,Response,A surprising amount of hair.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
e7107ec7-17dc-4bff-8cce-ef59be750dac,Response,"A sweaty, panting leather daddy.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5ebb68bf-224b-4f27-ab0e-55ee87352371,Response,A sweet spaceship.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
850c8025-b39f-4ef8-a511-d46e6dbe04af,Response,"A toilet. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
3a5046df-53b9-4aed-a3c8-42dd87477ec1,Response,A vagina that leads to another dimension.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
79c48049-1485-49e5-a336-5342d1de5ae9,Response,A web of lies.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
a5a739e7-5bd6-4505-9e03-a6a52ec2c270,Response,"Actually getting shot, for real.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a3108822-bc79-4951-a4d1-ee67d3a14045,Response,All my friends dying.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
7b3107ff-a7c0-462a-8f19-a34a1a753896,Response,All of this blood.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a71cb8d3-f300-4a7e-a3e3-322022e3ed18,Response,An active shooter.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
7a27a930-474a-4fb1-b334-9edbdfe9979c,Response,An all-midget production of Shakespeare’s Richard III.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
15f756dd-c3a4-497c-ae1f-2854f6c33b8d,Response,An army of skeletons.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
40d5b93f-6ab0-4fdd-8dce-edc554901234,Response,An ass disaster.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
6edf9b68-53f7-432e-b258-bb0d925ddd1d,Response,An ether-soaked rag.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
131504c2-484b-4977-a2bb-d97a623b3aee,Response,An Etsy steampunk strap-on.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
be787ef6-18cd-4a4b-a22c-753bbceda08e,Response,An evil man in evil clothes.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
e87a5ba4-7e94-4c3d-a062-3bf18bf9ef60,Response,An unhinged ferris wheel rolling toward the sea.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
0fd5559c-fd50-40b8-88d0-481aa6dd36c6,Response,An unhinged Ferris wheel rolling toward the sea.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
eb892d03-3350-48cf-bb79-4ed4fb09a87c,Response,An unstoppable wave of fire ants.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
0eee938d-f3d9-4887-b8a8-53505ced4ff2,Response,"André the Giant's enormous, leathery scrotum.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8e8727a4-7d4a-449a-8bf3-fc1699175a83,Response,Another shot of morphine.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
80d27aec-c80b-41dc-abb0-d61a8193c00e,Response,Antifa.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
a1e909ca-e1d7-490b-a6d2-2f3be69e4391,Response,"Barely legal boys. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
2f6a5d6a-10da-4df8-b5cb-c376d54f2ba6,Response,Basic human decency.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8bf31559-334d-4441-a3f7-48939eda923e,Response,Bearing many strong sons to work the potato fields.,0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a52b7336-a13a-40d4-8a11-9bc86283fa8e,Response,Being a busy adult with many important things to do.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
03a0382c-a72e-4658-b8e0-82e719524228,Response,Being a danger to myself and others.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
9f03fdca-a08e-4d12-a502-d7e125a0b3cb,Response,Being a dinosaur.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ccc936ad-1597-4566-b9c5-290d65f65969,Response,Being a hideous beast that no one could love.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
2e932290-de88-48b7-8ffc-9c09560ad639,Response,Being awesome at sex.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a3278b43-fee9-4744-ae07-13e45ef6b0c5,Response,Being black.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f1d8c9eb-978c-4b3d-8690-91ac6f7a3541,Response,"Being Black. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
78ea4c3b-d711-428f-83b2-23485c616caf,Response,Being fat from noodles.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
1ddf702d-f280-489d-8418-8635d836e9e9,Response,Being useless.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
970e0a31-e6e1-4d35-bbce-55c8172d0af5,Response,Being white.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
7404a013-7b74-485c-ad3e-19d3fda6e26e,Response,Big bad mama nipples.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ec5ff15e-719b-4856-97a9-d9525bbe6625,Response,"Big Bird's brown, crusty asshole.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
4d36699e-412e-4266-b9c1-a5080ebb1ea4,Response,Big ol' floppy titties.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
3e0d0446-35d7-4987-bdb7-fe638e53d24a,Response,"Bill Clinton, naked on a bearskin rug with a saxophone.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
03ae622f-c024-496d-9504-fad08bf8d0da,Response,"Bitches who knit. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ad127206-602a-4dc3-9025-a47eb9f60515,Response,Blood farts.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
e8063bc6-c8c3-45ab-bbad-3739616943cc,Response,Blowing some dudes in an alley.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
