uuid,name,description
6d452971-8969-46cc-9951-05cfeb2a0f32,Cards Against Humanity: Second Expansion,"Released August 31, 2012. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""2"". "

uuid,edition,version,description,author,releaseDate,column
a22c54ec-479e-4bfb-99f9-98b20a707bd0,,v1.0,,,0,0
6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,,v1.1,,,0,1
6305cd4d-3545-485f-a51a-de12b356d422,,v1.2,,,0,2
f00eddd6-e38b-4cce-88db-ff2a05c09df1,,v1.3,,,0,3
70adbc94-5709-442c-863d-629e6d1931bc,,v1.4,,,0,4

uuid,suite,text,draw,pick,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
ad1df683-49d0-4dad-a171-7e6a9a2752cd,Response,Making a friend.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
7eef2491-5b7f-4264-98cf-a7e05f861f57,Response,Maximal insertion.,0,0,,,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
e04bef2c-1e6d-4fea-a6eb-ba23adf23e90,Response,Me.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
c3edc097-1110-48b2-946d-3aa683ed8c89,Response,Mild autism.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
c6ca5f18-5472-4028-9738-feba7bc94599,Response,Mooing.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
0d7ed3d7-eab0-4ce7-b14e-95649586376d,Response,My first kill.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
c118a249-2c9e-4c0b-ba14-ac9853b8ac85,Response,Nunchuck moves.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
8f826417-96f1-4220-93b9-9625d5907553,Response,Oncoming traffic.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
b1364526-8c50-413f-8d9a-06c82ca84000,Response,One Ring to rule them all.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
44a872f3-0b39-4a46-a33c-bf9db4dff483,Response,Power.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
0ab58ee6-52e1-47fe-857d-51504de0109f,Response,Pretty Pretty Princess Dress-Up Board Game®.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
b2a51d68-39f8-43a6-ae77-b2fdad5887f4,Response,Pumping out a baby every nine months.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
59f72204-8339-43a9-9742-72ecbc06fb50,Response,Rising from the grave.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
a9bd5406-1fc4-43a4-8531-a739b48c9e73,Response,Scrotal frostbite.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
3529b501-533a-43de-8706-1eff7769d3a0,Response,Some really fucked-up shit.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
b18eec09-b2eb-46f7-8d29-06e32dd5f570,Response,"Special musical guest, Cher.",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
ad7f6543-6fec-47a1-9eea-5c59b2fa4fa2,Response,Spring break!,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,,,,
8bbdc36a-2275-4446-816d-a450c4f394e8,Response,Subduing a grizzly bear and making her your wife.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
36165825-6765-47fa-ab71-a7519d803ebb,Response,Survivor's guilt.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
4aa18a29-9372-4842-845e-7f7652cbcbab,Response,Swiftly achieving orgasm.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
92f7b228-474e-453c-b3cb-25ff0248e4b3,Response,Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
59ff9fb4-b622-469c-8b4e-0f98679fbaf2,Response,The black Power Ranger.,0,0,,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
112828bc-5ca2-47f1-953b-dfd7e3d149cd,Response,The corporations.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,,,,
13cf617d-93d8-4d1b-b08d-eaa22ef4dc74,Response,The day the birds attacked.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
698222f3-b97a-4363-938c-276d70e9e6c1,Response,The Google.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,,,
c1d1984a-c1a5-49a5-bf8b-509b4e50fcf9,Response,The grey nutrient broth that sustains Mitt Romney.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,,,,
52dde44b-07f4-4d0c-b4cd-6ec04ecb541e,Response,The hose.,0,0,,,,,70adbc94-5709-442c-863d-629e6d1931bc
014b9ac6-a78a-49c3-9764-1c13aa5113a0,Response,The human body.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
d2d81a7b-ae4e-4515-abde-c18fffbdcec5,Response,The mere concept of Applebee's®.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
daddf69a-8f6f-4622-865f-61f88e7e4346,Response,The mixing of the races.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
8d2f1a19-b821-41eb-bb91-e7985b26af60,Response,The new Radiohead album.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
1ae1a6f1-b3b0-4c5d-8ab4-5e24a5d88ef4,Response,Tiny nipples.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
83308201-b010-403f-8c66-c734845132bd,Response,Tongue.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
f8568fa2-1d70-4c95-a043-44b3863b6a25,Response,Upgrading homeless people to mobile hotspots.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,,
b7ae0a9c-5c7a-4e30-848b-4a3c7dd70be9,Response,Weapons-grade plutonium.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
a9747d6e-5fef-4efc-bf92-2e48aecde4b6,Response,Wearing an octopus for a hat.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
c1faed2c-d6d7-464d-b819-bb2534fa52ea,Response,Whining like a little bitch.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
607033ae-918f-412c-9dd4-4fe01228e934,Response,Whipping a disobedient slave.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
