uuid,name,description
d60747fd-56b8-48cb-aebd-83f82d29e0b7,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
7cad454e-a15c-466a-be63-e299f35d6a7c,,v1.0,,,0,0
5f9df58d-74a2-490f-acdb-c28fe299a285,,v1.1,,,0,1
44619376-a9ed-4e27-a51b-ed9e09e0566a,,v1.2,,,0,2
7608047a-c80f-4103-9b12-da479665be1c,,v1.3,,,0,3
741b4342-de40-46bd-ac2e-13539c208372,,v1.4,,,0,4

uuid,suite,text,draw,pick,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
77e6ead1-33cf-4526-a152-51872a8dea98,Prompt,"With enough time and pressure, ______ will turn into ______.",0,2,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
cfa373f9-d46a-43e6-9f31-2bd174223983,Prompt,You haven't truly lived until you've experienced ______ and ______ at the same time.,0,2,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
65ab9717-3b84-4505-98e2-99d8c5b88d96,Prompt,"Your persistence is admirable, my dear Prince. But you cannot win my heart with ______ alone.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
0cbe9fff-0269-42bc-8cc6-94b2bb83aadd,Response,24-hour media coverage.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
f8c5b3ea-1263-48b8-9657-b1eaf200a867,Response,A 55-gallon drum of lube.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
285f2d50-6ef7-462f-8f7b-9c99e93bd35d,Response,A big black dick.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
99cd6c70-872b-4ffa-a53f-5a84cfb8d337,Response,"A bigger, blacker dick.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
08580875-5e54-4e30-b642-642358a55b09,Response,A black-owned and operated business.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
55f79ebb-85fa-4627-8a8a-acc1c44b368b,Response,"A Black-owned and operated business. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
0f350413-4a1a-4bb3-9c0a-d796f8ac758e,Response,A bloody pacifier.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
769e5441-0677-4127-a98f-d15d5649a13e,Response,A boo-boo.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
b472441c-f076-4723-9972-8b1dd33ff622,Response,A botched circumcision.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
b9e8edfe-95f0-4652-aca9-44ebb15ad82f,Response,A Burmese tiger pit.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
e43a4522-57b0-42ba-bfe9-037c11359e31,Response,A cat video so cute that your eyes roll back and your spine slides out of your anus.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
cbf27c20-d11e-4096-ae3f-2c1f599e5f73,Response,A complicated relationship with food.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
e7149835-2e46-4f21-9f0c-ef579c87d07b,Response,A cop who is also a dog.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
429ddbbc-811c-4aaa-b757-a8be5b9d2e15,Response,A crappy little hand.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
6f31abd3-6c11-4cfb-9565-12e82f4b456d,Response,A dollop of sour cream.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
b665aef0-e133-4462-aed3-13dc78fd8381,Response,A drone strike.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
4c2de45a-c262-4a4d-b94a-c89a29a8cb71,Response,A fat bald man from the internet.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
bd1ee89a-5f67-4e8e-bdc0-741fc59b0ce8,Response,A fortuitous turnip harvest.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
16d5a766-9b0e-432b-8d84-1a053667db80,Response,A greased-up Matthew McConaughey.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
ae068835-057c-4bb7-a125-38ec61f47a8d,Response,A Japanese toaster you can fuck.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
22a3c3b1-9895-46c4-b12b-cf530dc362c5,Response,A Japanese tourist who wants something very badly but cannot communicate it.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
b6e77cd5-0f3c-461e-9e27-a4a8cde9f021,Response,A lamprey swimming up the toilet and latching onto your taint.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
158026a1-7aa9-4927-8510-18e96c8cd9ed,Response,A low standard of living.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4529a6d5-666d-4d98-a25f-fb348f1d2cbe,Response,A magic hippie love cloud.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
1028ab93-9129-4ba3-a4ab-ba8591f3d649,Response,A man in yoga pants with a ponytail and feather earrings.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
46783390-52eb-489e-a8a7-84235cdd9354,Response,A nautical theme.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
c11a2324-36ee-4ab6-a137-e7227451497a,Response,A nuanced critique.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
33bb5388-d888-4706-846e-f17e5b753db8,Response,A passionate Latino lover.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
0e597454-24a7-4b49-baa3-95971431a719,Response,A phantasmagoria of anal delights.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
0551bee2-8b41-4b5a-8787-a34e46a9ef33,Response,A pile of squirming bodies.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
fc1c1e52-92f9-4da6-91d9-4b3c9f156287,Response,A piñata full of scorpions.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
196efdbf-9e32-415b-a54f-78b516587e2e,Response,A plunger to the face.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
8d024758-eb2f-4af4-bc59-3e1e4a3c0698,Response,A PowerPoint presentation.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
53530726-4d53-4941-a2f9-8cbfca4c6eba,Response,A real sad guy.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
496a1a06-feb1-4edd-8761-9e22e0727559,Response,A sad fat dragon with no friends.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4208bf2d-9fa9-4ebe-87b2-f0a2680d9a30,Response,A sales team of clowns and pedophiles.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
be5a9e3d-37a3-4534-a386-dd76261698e0,Response,A slightly shittier parallel universe.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
4116b0b5-8338-43b6-8d5a-9e0a12cefc0a,Response,"A smiling black man, a latina businesswoman, a cool Asian, and some whites.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
c9ca8f87-d49d-46cb-b9a6-13dd1c7ce871,Response,"A sofa that says “I have style, but I like to be comfortable.”",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4bf4a75e-e7a4-405a-b8d0-6f0f5932b564,Response,A special kind of yogurt called “cum.”,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
f17144aa-e398-412b-821f-9193e7e90ac4,Response,A spontaneous conga line.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
301e8943-7773-4ab3-bc7d-9b51d330f891,Response,A squadron of moles wearing aviator goggles.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
7cf39bd6-98a8-47ad-a1c0-20bd9bdf5189,Response,A surprising amount of hair.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
d8d38365-2f9c-4ce7-b489-22b2161cf9e8,Response,"A sweaty, panting leather daddy.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
8e160fe1-0dd0-4557-8b32-a090f59244bc,Response,A sweet spaceship.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
060ccaac-5288-462d-ae56-f5424e88741f,Response,"A toilet. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
90f848e3-8789-4318-bc94-33c07b5d64ba,Response,A vagina that leads to another dimension.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
265bb3f3-ea7b-47b8-947a-2c5e809191dc,Response,A web of lies.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
25e78473-60ed-4afc-a4a7-94cf67e9ad2a,Response,"Actually getting shot, for real.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2e4ee53f-085b-4bd0-b02a-1cc60ae93c42,Response,All my friends dying.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
69c6ca61-608f-43ef-b22b-014a59ff5ffa,Response,All of this blood.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
442f29c1-f5bd-4b7f-a6c8-d5222f089713,Response,An active shooter.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
a1b2b2ec-29a2-4b14-8928-3eb45dc92546,Response,An all-midget production of Shakespeare’s Richard III.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
011333db-18c1-435a-bd90-2df0a3176fc1,Response,An army of skeletons.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f6cef7be-5a2d-4cb1-8144-00f8961d81f2,Response,An ass disaster.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4e1611d9-ba84-4689-afea-5f8277fc38f1,Response,An ether-soaked rag.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d82bc7d7-704b-4f59-92ee-efb36118fd7b,Response,An Etsy steampunk strap-on.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f4ce5cfe-cc12-4bf1-8f1c-1adf265f75cf,Response,An evil man in evil clothes.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4686a236-b207-4276-98de-f7f5924d37d2,Response,An unhinged ferris wheel rolling toward the sea.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
44d920da-9e79-42e8-aa57-b8ecfa57a2b3,Response,An unhinged Ferris wheel rolling toward the sea.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
ca9a0fc6-1d50-4a8c-8058-615abc790848,Response,An unstoppable wave of fire ants.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d9dea449-58d9-402b-b9bb-ab36819f846f,Response,"André the Giant's enormous, leathery scrotum.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
13ba2a43-3d85-44dd-bb7d-f490e66b8252,Response,Another shot of morphine.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
895b54ce-206e-49ab-b984-9e51eb0427ae,Response,Antifa.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
151221be-38a8-4bcd-8118-acd04f5bca7e,Response,"Barely legal boys. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
fc2010ae-159f-475c-b5d5-3c80fad01736,Response,Basic human decency.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
5717f3b4-752b-4991-a176-1bdd2ac5f77b,Response,Bearing many strong sons to work the potato fields.,0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d9024a79-90e8-43cb-9eac-8a6ca5ea2f24,Response,Being a busy adult with many important things to do.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
a8a9c5bb-bf2c-43ae-a1c4-14107c1cbf07,Response,Being a danger to myself and others.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
3788301b-b5da-4af0-bac1-daf2fccfa942,Response,Being a dinosaur.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f84db4d3-f40c-4729-b799-a3a5c1cb5af0,Response,Being a hideous beast that no one could love.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
753b9fdf-5082-4d77-8a8d-42401e0e0ff2,Response,Being awesome at sex.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
7d889560-ef84-4867-8080-9ffd8d4dea6d,Response,Being black.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
1a4b14f2-f9f8-48a5-8175-10f76dd6ab65,Response,"Being Black. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
b8b24270-9b03-4373-acb1-2d4bdfd33f2d,Response,Being fat from noodles.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d49f8141-dd35-47df-81bd-b3131d9625e4,Response,Being useless.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
3c2c73d2-abec-43d0-8b83-7a44a10e1b5f,Response,Being white.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
dd7d6b8e-362f-4f52-9db0-b333b9793caa,Response,Big bad mama nipples.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
6b62df5b-e258-4898-91bf-aa0cbac51ebd,Response,"Big Bird's brown, crusty asshole.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d1d70e09-bc16-4cb5-9aa1-e5bdd753c5eb,Response,Big ol' floppy titties.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f2ff8a85-5f0b-4d20-ab0c-5ec8a2de14c6,Response,"Bill Clinton, naked on a bearskin rug with a saxophone.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
53f68e69-1117-4765-a62b-7700721d1257,Response,"Bitches who knit. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2d20a926-618a-46d6-9eb5-95258115dbab,Response,Blood farts.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
b02af51f-aa53-48ce-8544-6d2c639a916c,Response,Blowing some dudes in an alley.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
46a21eb1-b8b9-4efb-a0cc-6e4b480cbb5a,Response,Boris the Soviet Love Hammer.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
0edb283b-2ca7-497d-9544-6e1f14290ac0,Response,Bosnian chicken farmers.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
fb08e91e-f18e-448e-a69b-3a2ef5423a7a,Response,Bullshit.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
af53c69f-2db4-4d8f-a497-25e754cbbcd4,Response,Burning in hell.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
09658160-e2af-4609-890d-5ea46dbd60c6,Response,Buying the right pants to be cool.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
9da6c1db-0303-452d-adfd-9dd495a253c1,Response,Catastrophic urethral trauma.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
77619156-6f6b-4aee-b38e-a5a334b1b2f7,Response,Cheap immigrant labor.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
d7faa74f-7843-4e8e-bd0b-91667370e589,Response,Chugging a lava lamp.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
21c1ba47-93ac-488c-b36f-3637b4bb8007,Response,Clams.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
beeb3067-ca91-4ffb-b910-7f3465dd512b,Response,Clenched butt cheeks.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
