uuid,name,description
c6530f95-6c78-450d-9ad2-3ba344293526,Cards Against Humanity: First Expansion,"Released November 7, 2011. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""1"". "

uuid,edition,version,description,author,releaseDate,column
3e531359-4c33-4d9a-94e5-5b83678a7dc1,,v1.0,,,0,0
6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,v1.1,,,0,1
10c37bdd-20bb-445e-9b60-da9c0070d174,,v1.2,,,0,2
33602970-bb2e-4604-86e9-0afb0fe0a4ef,,v1.3,,,0,3
713013e1-39c8-4d3b-bd80-4e77803d393a,,v1.4,,,0,4
74484a7f-a726-440d-a9ee-810fc5d8cfa5,,v1.5,,,0,5
4b247a89-8bff-4fc9-90e6-2216334be2c1,,v1.6,,,0,6

uuid,suite,text,draw,pick,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
b6a6cd2e-f20c-47de-9f13-22033606e51a,Response,Eating an albino.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
4908f7a0-70af-4652-aa22-29b1c8c0198e,Response,Enormous Scandinavian women.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
85719dbd-7951-4ead-882b-96fb4bde19b9,Response,Fabricating statistics.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
b7c8ced2-d864-4ced-84d6-07b20664b8ed,Response,Finding a skeleton.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,,,,
ebebffef-0f9e-4cfe-9195-366db53cb02b,Response,Gandalf.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
cdafd9c6-3cef-424e-b31b-fc24cc089479,Response,Genetically engineered super-soldiers.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
430c3886-24e5-457e-8d43-f9becd627934,Response,George Clooney's musk.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
8999c3a1-0646-401c-bf3f-8ecc6302588b,Response,Getting abducted by Peter Pan.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
481c37c2-0998-440a-8d9d-5ebd348dda51,Response,"Getting in her pants, politely.",0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,
d343f9ba-bd65-43d0-8fb4-94138ab3d730,Response,Gladiatorial combat.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
d176fcca-9413-4e1b-b603-cdac54852b25,Response,Good grammar.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,,,,
21ff1860-3537-4217-ae12-4a236d05bf43,Response,Having a penis.,0,0,,,,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
5afdb003-4fd3-4ebc-8e21-b81776817dc6,Response,Hipsters.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
5e69024e-7771-4c60-9329-def3d5374cad,Response,Historical revisionism.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
04be78fc-2d4d-4a74-a4ac-8270d8699a0c,Response,Insatiable bloodlust.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
ce57ce79-6cab-4e91-bf62-9d97cc166a35,Response,Jafar.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
4b4b0a98-09e5-4aab-9732-6aa49976e5ac,Response,Jean-Claude Van Damme in slow motion.,0,0,,,,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,
c75ff76c-8235-4dd0-b06e-2f0dc22b3322,Response,Jean-Claude Van Damme.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,,,,
3cd544d1-fef2-4fc5-af06-0578615cca4b,Response,Just the tip.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
4adb2487-982f-4164-bf5f-ddabd14899a8,Response,Leveling up.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
8d9590ee-4c42-4e95-ac50-05531fce2de6,Response,Literally eating shit.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
b2e29868-2daa-4344-b2c2-7a5125fb280c,Response,Mad hacky-sack skills.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
ae9164b3-3022-43de-9e75-7a4c1a86bd60,Response,Making the penises kiss.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
c7b5699e-91b3-4168-978e-27b235f2169c,Response,Media coverage.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,,713013e1-39c8-4d3b-bd80-4e77803d393a,,
0cf1bc40-a5b6-4a94-8d52-129ebdae6d1c,Response,Medieval Times® Dinner & Tournament.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
7a3159d2-7b3c-4d97-9b44-3e64aa53b03f,Response,Mom.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,,,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
d2953683-8d3f-4098-b02e-cd4888bff2bf,Response,Moral ambiguity.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
4916c1ee-d1de-4bc9-8b4c-f486ba2eef14,Response,My machete.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
898211c9-3093-4446-b294-1e393803e072,Response,Neil Patrick Harris.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
f5e42313-5c05-4487-9979-9d13842773b7,Response,NOOOOOOOOO!!!,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,,713013e1-39c8-4d3b-bd80-4e77803d393a,,
358716df-60f6-4b18-89db-3db29a1c007e,Response,Nubile slave boys.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
031dd37d-719a-41b0-b9ad-ead249340e75,Response,Ominous background music.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
428ed5db-1ee0-44ed-88a7-bd769ffd9526,Response,One thousand Slim Jims.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
98f1902e-38d7-428d-9758-4426052f6488,Response,Overpowering your father.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
80c92950-c062-4e60-9ede-431de1ee62f2,Response,Panty raids.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,,
6f1ec2b0-91ae-4e0c-95f5-8e8676360e4d,Response,Pistol-whipping a hostage.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,,,,
18a45c71-c96c-4a28-a308-9beb50aefe48,Response,Quiche.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
7b93ba94-c4a0-409d-8707-f7339e875eef,Response,Quivering jowls.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,
79d85d57-e015-4bad-8009-946ef00d7f3d,Response,Revenge fucking.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
cdc1aab7-bf9f-4104-adcf-4289fe62fa12,Response,Ripping into a man's chest and pulling out his still-beating heart.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
cde29cde-998c-4342-ac88-bf2c05e3c24c,Response,Ryan Gosling riding in on a white horse.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
6a34c4a4-ab5e-412f-af0c-e900d78c4d42,Response,Salvia.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,,10c37bdd-20bb-445e-9b60-da9c0070d174,,,,
4914dd0b-a624-4abe-9384-69bab6a76b72,Response,Sanding off a man's nose.,0,0,,,,,,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
9b987dab-4164-4e5c-b4b3-200a0f1a5297,Response,Santa Claus.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
37bb2ee8-2479-43de-9586-670d10a50fa5,Response,Savagely beating a mascot.,0,0,,,,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
01fae8c0-6a9b-41ff-8d05-a9d954dc09c1,Response,Scrotum tickling.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
72b08f59-b3cf-47e6-b022-e9e5e5a15e84,Response,Sexual humiliation.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
9e711fd1-b182-4a78-8d53-c0d923fb1ceb,Response,Sexy Siamese twins.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,,
35135ce9-5900-4792-8ce9-3f32b0435c64,Response,Shaft.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
98703088-207d-48a9-8c26-99b83a47d85c,Response,Shitting out a screaming face.,0,0,,,,,,,4b247a89-8bff-4fc9-90e6-2216334be2c1
71c63266-a9a2-4971-83f8-ef528f090300,Response,Slow motion.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,,,,
cd730514-837d-4379-b852-1c46a4d970c5,Response,Space muffins.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,,,,
234cd061-244c-4a39-adcc-b7e4bf027a02,Response,Statistically validated stereotypes.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
b128b0c5-d834-456d-887d-5e53dc604a91,Response,Stockholm Syndrome.,0,0,,,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
77d196a9-479d-4c5f-ac5d-98ad65e96077,Response,Sudden Poop Explosion Disease.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
56e36291-a05d-421d-80c6-a587a767266c,Response,Suicidal thoughts.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
5d65c5ad-b8cf-45de-ba53-cb0805be553a,Response,Syphilitic insanity.,0,0,,,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
567e524a-9e90-42e6-978c-0aa2d37b6907,Response,The boners of the elderly.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
a73336f3-11ac-4c8e-8fba-d2900e060113,Response,The economy.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
edd60c9e-4b1e-4e3d-8ed8-ca6ff901adc9,Response,The Fanta® girls.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,,,,,
29b5c22d-0a97-46c5-8995-4a953c3bd20d,Response,The four arms of Vishnu.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
b51b7d3b-b6cf-4796-b8b8-8a78f17a57ed,Response,The Gulags.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
5d2cf49b-3b4a-4792-9fda-e1da16d0b3a0,Response,The harsh light of day.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
c85189fe-52cc-40f9-a582-02d13b204847,Response,The hiccups.,0,0,3e531359-4c33-4d9a-94e5-5b83678a7dc1,6cea8fa2-ec00-420b-9bec-1facd0c5cfda,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
68883990-72fb-48e9-bfc0-7bdc136bc789,Response,The ooze.,0,0,,,10c37bdd-20bb-445e-9b60-da9c0070d174,33602970-bb2e-4604-86e9-0afb0fe0a4ef,713013e1-39c8-4d3b-bd80-4e77803d393a,74484a7f-a726-440d-a9ee-810fc5d8cfa5,4b247a89-8bff-4fc9-90e6-2216334be2c1
