uuid,name,description
8998cb3a-e046-49bd-b1d7-ceda5d38737a,Cards Against Humanity: Second Expansion,"Released August 31, 2012. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""2"". "

uuid,edition,version,description,author,releaseDate,column
3d591600-3b72-467e-9627-a18a068d6fe4,,v1.0,,,0,0
79e9a673-b526-4811-a879-fa7abc68bba9,,v1.1,,,0,1
64fa2654-c23d-4305-ba10-318657327dea,,v1.2,,,0,2
84dc0674-5696-4c5b-88d6-306b2d547a63,,v1.3,,,0,3
75bc6494-1a88-4e8c-8520-bb6403b5e9cb,,v1.4,,,0,4

uuid,suite,text,draw,pick,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
0afdc926-da99-4f6d-b7fa-b7fb4cf1a597,Response,Mild autism.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
9da1b6b4-04c5-434c-aa3d-352111e968a3,Response,Mooing.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
2f5d296a-4c29-4f60-94bb-e8228ed2a04b,Response,My first kill.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
97cf542b-4e01-4a21-9812-1e2d9d45f073,Response,Nunchuck moves.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
f31d84d4-eaf1-430a-a8c8-b10ff7653173,Response,Oncoming traffic.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
daca8081-0668-4796-b6e7-e8f7eed94f3b,Response,One Ring to rule them all.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
a3c42ad4-f4aa-42c0-8b3d-0841b48e31a6,Response,Power.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
70c90583-f90e-4136-9f8b-a20d5853119b,Response,Pretty Pretty Princess Dress-Up Board Game®.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
aaefdef6-efb6-433e-b07e-71a8a2b9b6a9,Response,Pumping out a baby every nine months.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
adaefa88-424a-4324-b67c-afa5f2db8a67,Response,Rising from the grave.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
191f7db9-f322-409b-8dfb-86de0a0c1a15,Response,Scrotal frostbite.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
2f221786-f58e-4333-8fce-ce556ee41f83,Response,Some really fucked-up shit.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
0e984781-2a3f-459d-a127-b2da18d6b012,Response,"Special musical guest, Cher.",0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
1725ab1a-71ee-49c6-8be5-e28ea7717296,Response,Spring break!,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,,,,
04b9e8de-db02-4219-a6bb-824d158217fb,Response,Subduing a grizzly bear and making her your wife.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
63a2abe3-33d8-4bc6-b005-422161178bdf,Response,Survivor's guilt.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
dd36060a-48ca-45db-9754-abc73a58a96f,Response,Swiftly achieving orgasm.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
764a975b-b071-4bd7-aa18-faf9ddfb3903,Response,Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
12ae2c0b-f495-4467-868f-c84c6d9c83d1,Response,The black Power Ranger.,0,0,,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
08b8d043-2c4b-4f73-a491-64e987660151,Response,The corporations.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,,,,
be502522-7552-4f17-a438-db0deb7714e6,Response,The day the birds attacked.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
523ad606-8a25-4fe2-a087-40d073b7b41d,Response,The Google.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,,,
952bb811-ea64-4dde-ad89-0e2afd14edee,Response,The grey nutrient broth that sustains Mitt Romney.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,,,,
621d6a7f-0c64-4594-8543-37f21d86971b,Response,The hose.,0,0,,,,,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
3af6f644-ce76-4264-813d-d6ee58346832,Response,The human body.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
0d05d0a0-ef8b-48fc-ba09-8aa2c700915c,Response,The mere concept of Applebee's®.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
0477984b-46f5-46b1-9bd9-62056a59ebc2,Response,The mixing of the races.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
e1330c28-8f5e-4da0-a47f-2c7374f1844c,Response,The new Radiohead album.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
09df23f3-9c8d-4f46-92fd-8bbe79f3b597,Response,Tiny nipples.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
f900651b-d9e2-4a25-b991-c32570106afb,Response,Tongue.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
509271a1-147c-4cc6-bc1b-8fcb361d1b1e,Response,Upgrading homeless people to mobile hotspots.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,,
1e48f967-96ee-44e9-bad9-7fb2cca4da88,Response,Weapons-grade plutonium.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
665ee18e-4939-4dc4-89be-d9a1e4882625,Response,Wearing an octopus for a hat.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
69bef3e1-d6a1-422b-9249-f861b0d338dc,Response,Whining like a little bitch.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
57917fc5-9814-4d72-abf9-56cad463b27a,Response,Whipping a disobedient slave.,0,0,3d591600-3b72-467e-9627-a18a068d6fe4,79e9a673-b526-4811-a879-fa7abc68bba9,64fa2654-c23d-4305-ba10-318657327dea,84dc0674-5696-4c5b-88d6-306b2d547a63,75bc6494-1a88-4e8c-8520-bb6403b5e9cb
