uuid,name,description
3b92d64a-3918-4faf-ba06-18eb93967f7e,Green Box Expansion,"Released November 21, 2016. Icon: A green circle. Upated Icon as of 1.2: A black circle.
"

uuid,edition,version,description,author,releaseDate,column
c824e64c-3de2-4eff-88b9-cb5b2d3836a8,,v1.0,,,0,0
6421877b-beb8-449f-8df0-2fa645d4fa42,,v1.1,,,0,1
5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,,v1.2,,,0,2
4c6f575c-4eb5-42f4-9499-936437f3196e,,v1.3,,,0,3

uuid,suite,text,draw,pick,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d4cabdef-81d7-4a49-a423-7c488d2eaade,Response,A negative body image that is totally justified.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
6521fcfd-5543-4434-b0da-480b0486c055,Response,A slowly encroaching circle of wolves.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
6e6e0138-731f-4e31-95f3-f1fee9935ac8,Response,A strong horse and enough rations for thirty days.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5f069049-ba9f-4b3c-8315-345233d3c23a,Response,A terrified fat child who won’t come out of the bushes.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d6f77a90-060e-41b9-89ba-628b6bcffc5b,Response,A tiny fireman who puts out tiny fires.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
43bd670b-5b1a-4dd9-97ee-1c0353e114c3,Response,A weird guy who says weird stuff and weirds me out.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
02c428c0-694a-44b5-a577-7650cf18a8ff,Response,A woman’s perspective.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
e0baf800-3a60-4b72-a070-03b268aba46a,Response,A woman’s right to choose.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
de03a1ff-757b-4763-9175-c5ac5c544b5f,Response,Aborting the shit out of a fetus.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
18f8594a-f5af-4947-b8c4-3ac8e49cec19,Response,Albert Einstein but if he had huge muscles and a rhinoceros cock.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
94e309d4-cf0f-4e29-987a-dc831b9d12b5,Response,All the people I’ve killed.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
6622cc6e-0b99-4d34-b9f8-ca42f46ebba1,Response,An arrangement wherein I give a person money and they have sex with me.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
af1300fe-0677-4217-813c-9dda141bbdec,Response,An empowered woman.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
49e97afc-ef41-4c12-80d9-cfcf3cef3e31,Response,An incurable homosexual.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a96fc88e-4d49-492a-8a7f-0b1a1fccacd6,Response,An old dog dragging its anus across the floor.,0,0,,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
f5e03304-5a01-426d-a8e1-74f92f41a4eb,Response,An old dog full of tumors.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,,,
0f0174db-fbc2-4de9-bd98-f8f235f06366,Response,An older man.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a6a697d2-6d88-48f6-825b-bbb9e38e722a,Response,An X-Man whose power is that he has sex with dogs and children.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
54c59bc0-4e24-41a9-a2e7-ab599adf3263,Response,Anal.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ef6d2fc3-1e67-4bbf-98b4-30196f7ffc93,Response,Antidepressants.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
87da5cb0-faa6-4014-8521-a808a97e389f,Response,Art.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
c993ce7f-bebd-4e6f-abaf-2ae83855533f,Response,Assassinating the president.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
8ff8c597-3c83-4ef5-8d94-a00614d36d58,Response,Attention to detail and follow-through.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
2526ce1e-97bc-4081-91cd-10d99431a0cc,Response,Awesome pictures of planets and stuff.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
e5054386-fe5c-4adc-bd91-75ab836da8d9,Response,Bad emotions I don’t want.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5dec4c39-ce73-4b68-accb-960e131bea56,Response,Becoming the President of the United States.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0136f6ff-4efd-4c28-a9b3-e5841821b4f3,Response,Being pleasured by a thousand tiny Adam Sandlers.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
7ca6803d-5611-4f23-b6b3-b23eee7be553,Response,Being sexually attracted to children.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
16c248d6-3912-45e2-af0d-fedb0f21b36e,Response,Being turned into sausages.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a17397e3-f002-4738-a357-409a166d3de6,Response,Being very rich and incredibly stupid.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
3fd16f24-4835-4787-abe5-fc97b345a269,Response,Beyoncé.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4240fb85-dc2f-4df0-b4a0-cb177dbdda7e,Response,"Big, smart money boys tap-tapping on their keyboards.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
f91b7a8b-1986-417d-8bb9-b24a697e5a5d,Response,Blossoming into a beautiful young woman.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a917b3ea-8b48-4ed2-97e7-5b9f836d1799,Response,Body image issues.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
18c865ec-d719-4ada-aac8-8b8aab398ad4,Response,Breastfeeding in public like a radiant earth goddess.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
b7b54b4a-8ce8-48fa-9053-a7649471cb0c,Response,Brett Kavanaugh.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
fa3c4689-ed73-4a60-940e-4a50ab6411f7,Response,Brunch.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
3cf139ec-d0e5-41c5-a7c7-9889831c4810,Response,Catching a live salmon in your mouth.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
8c9de9d4-b997-4682-8e53-23ba3ada7f48,Response,Child labor.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
92ec3a71-28b9-4fc2-a5bc-f5eb712a158f,Response,China.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
70c0726c-5e2c-40fb-a562-1457bad91cb7,Response,Chipotle.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
2cf9b5ff-161e-40ab-8a34-a61ec01474ca,Response,Chris Hemsworth.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a0cdc3fb-5d6c-4d34-9db0-be2b7575afab,Response,Comprehensive immigration reform.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5fd25d8c-2ea6-43f2-bb36-fdd834c0fc6d,Response,Condoleezza Rice.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
f8ead8f1-d820-4d1b-a049-c1df84a00e56,Response,"Consensual, nonreproductive incest.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
7aa8f4a9-35fd-495d-9830-b12105c066f8,Response,Consequences.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
69e86d84-fc49-4ef6-b995-4b0a1d5d38d9,Response,Content.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4f9dda81-4ab6-4ceb-b31b-8f6998b9242f,Response,Crazy anal orgasms.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
1bdf7333-7ccb-4441-826f-476c90436e0a,Response,"Creamy slices of real, California avocado.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
fb9e0806-f656-43dc-8714-5eb5145b473e,Response,Critical thinking.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
7f763e3e-3f39-4f50-9d5a-1fe7dcc3277e,Response,Crushing the patriarchy.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a71dbcf4-9f5b-4dc3-bae7-7a5d5e578c40,Response,Daddy going away forever.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
8c273b63-ea2b-45c3-ba6b-6b2451747907,Response,Defeating a gorilla in single combat.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ebbd02ac-d6ca-4b82-a4da-7562a4a25d37,Response,Denying the Holocaust.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
f5a4f21c-5e8e-448d-af02-e646ca9d2e14,Response,Dis bitch.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
987f1aff-9819-40a6-9a6b-e5245c170e4f,Response,Discovering that what I really want in life is to kill people and have sex with their corpses.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
2ded4911-5437-40a7-abd0-1f1148265587,Response,Doing a somersault and barfing.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
3d5be5e5-b60f-433e-aca9-61c5cd10ce8a,Response,Dominating a man by peeing on his eldest son.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
67ba720f-4f67-4d5b-b7b0-30f4a6ae80ef,Response,Doritos and a Fruit Roll-Up.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
9da39f59-e969-4aa6-85ae-389095c30ac9,Response,Dropping dead in a Sbarro’s bathroom and not being found for 72 hours.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
cfd1dfa2-d315-4c9d-8e6c-5b2e111af11c,Response,Dumpster juice.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
b4d1588a-c9a2-40d0-9434-37fa7a3bc7ed,Response,Eating ass.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
9aecfbd0-220b-451b-a365-6257c89f98aa,Response,"Eating pebbles, shitting the pebbles, the eating the shit-pebbles, and then shitting those pebbles again.",0,0,,,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5e938c30-834f-4514-bdb3-dae7b53a9686,Response,Eating people.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
dd63faa3-c6c6-43ab-8582-6a97e940b2f1,Response,Eating too many Cinnabons and then vomiting and then eating the vomit.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d46babe7-f343-4c92-894d-cba3d935ecd0,Response,Ejaculating at the apex of a cartwheel.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
398a51ea-1bd2-4d7a-85d8-5d95bc1bec98,Response,"Esmeralda, my most beautiful daughter.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
b4784c05-f665-4def-b60c-cdbbfe23b635,Response,Eternal screaming madness.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
1679e043-581c-4aee-b876-b806f3ea932a,Response,Every man’s ultimate fantasy: a perfectly cylindrical vagina.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
cb898143-8fbd-4620-a279-2026de44fe99,Response,Everything.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
7c7eefd1-fa8f-4fbc-af5e-553220ed49af,Response,Exploring each other’s buttholes.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ee8386bb-1bcb-4a1d-937b-65ecf954c0f7,Response,Facilitating dialogue and deconstructing binaries.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
b06dcf68-b08b-44f4-97ec-0b7bb1cf5863,Response,Falling into a pit of waffles.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,
7bb621e1-7f91-45bf-ae4a-ea3dc47628c5,Response,Farting a huge shit out of my pussy.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
c3cb6da1-d7e3-4839-8b26-0ba30c09b446,Response,Farting all over my face with your tight little asshole.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
34c1df21-581d-4911-930b-f7fd8ad754a0,Response,Feeling the emotion of anger.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0d8fe2c1-734b-4afa-8058-8d60cc75b7df,Response,Feminism.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
2a97044a-9825-4944-9c14-7a2f110538ff,Response,Film roles for actresses over 40.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a7aff078-0f34-4de5-af1d-7ef05b9def0f,Response,Finding a nice elevator to poop in.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0244c514-cf11-4979-9186-06ff0048316e,Response,Forty-five minutes of finger blasting.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
42c0dbb7-c4b3-46fe-9c13-9f0900c8ea4c,Response,Founding a major world religion.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
929d84da-6b33-4d90-9b6e-4c2ae0c6640f,Response,Fucking me good and taking me to Red Lobster.®,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
49df0d22-1969-466f-8a91-078bb99cea84,Response,Fucking my therapist.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
41227dc6-4e21-4822-a2ec-d3cda2e6d93f,Response,Gary.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
eb49d24d-85c9-47ef-b8dd-f51f6568b927,Response,Gay thoughts.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d0be3360-5a9f-4e0d-8dde-d53c26a3adb3,Response,Gayle from HR.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
fda5bc8c-386c-4a2d-a1e2-0cd1a4051b1b,Response,Gazpacho.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
47a26a7f-bb8d-41af-8d92-dc46e6e0417e,Response,Getting aborted.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
009c9a84-16dd-4baa-a884-32d38f6cc162,Response,Getting blasted in the face by a t-shirt cannon.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ba34b2ca-f4f3-42fb-9218-46dcba0c2ea5,Response,Getting eaten out by a dog.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
