uuid,name,description
6b6fdd91-30ce-4e3a-a92b-2082bc016ca4,Green Box Expansion,"Released November 21, 2016. Icon: A green circle. Upated Icon as of 1.2: A black circle.
"

uuid,edition,version,description,author,releaseDate,column
69910414-0cbf-4187-b618-e6da35ee5779,,v1.0,,,0,0
f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,,v1.1,,,0,1
e1de0cb6-0496-43f9-a743-87aeb66ce19e,,v1.2,,,0,2
cf43f198-49f8-4211-a829-ea6ad993e61f,,v1.3,,,0,3

uuid,suite,text,draw,pick,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
3e462bce-6ff1-4dbf-af5f-a4df4db5e424,Response,A slowly encroaching circle of wolves.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
ab796443-f38d-45ea-bab5-5d5f095fdcb6,Response,A strong horse and enough rations for thirty days.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
138c9ac8-a10c-4fd8-ae42-6bf83f64a504,Response,A terrified fat child who won’t come out of the bushes.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
32265532-c135-4787-a57c-861ed5b16495,Response,A tiny fireman who puts out tiny fires.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
3225f1f4-2262-44fc-a356-787e43d42b69,Response,A weird guy who says weird stuff and weirds me out.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
578acdef-51df-42e0-bff0-071c186a7ef7,Response,A woman’s perspective.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
12860834-0af4-4ff3-bc36-f2b868d9004b,Response,A woman’s right to choose.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
5944de86-8b7e-4a69-b3ae-5fa9e563e16e,Response,Aborting the shit out of a fetus.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a7f7e382-1a93-4771-ba0d-e274bef9ea80,Response,Albert Einstein but if he had huge muscles and a rhinoceros cock.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
f22ae36d-fab5-4c88-8c80-50debbee6d06,Response,All the people I’ve killed.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
67a22ae5-3d1c-4729-b449-5b5a7c40178c,Response,An arrangement wherein I give a person money and they have sex with me.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c543e2bc-904a-4aab-90b8-34ec47977a2d,Response,An empowered woman.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
03a95294-a6da-4cdb-9923-3494c9bc9cdc,Response,An incurable homosexual.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
4bce7fb5-35e6-4ac9-bb48-30604e156e70,Response,An old dog dragging its anus across the floor.,0,0,,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
bf12c126-bb29-4ab9-96f8-fd4933508b55,Response,An old dog full of tumors.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,,,
0c704efb-abf3-4531-9f80-14a8b68ec05a,Response,An older man.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
b863ca1d-7c78-4a61-869f-32c3c83a56e9,Response,An X-Man whose power is that he has sex with dogs and children.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
7faa4ce6-5e4b-4a3a-a907-495196e5248f,Response,Anal.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e1e8ec0a-943a-4f34-9c4c-ad9320651a53,Response,Antidepressants.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
72cd57fb-697c-4cb0-8a50-af99374c16f1,Response,Art.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
6f197b82-c039-48f0-b5b8-b62e064deb88,Response,Assassinating the president.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e04cf346-3d7f-46f3-ae25-2d7c9eca3bfb,Response,Attention to detail and follow-through.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
1f2a9bc3-4bae-4680-91e0-2efd95443c4c,Response,Awesome pictures of planets and stuff.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
55db95ad-724c-46ea-959d-987d7bc58d25,Response,Bad emotions I don’t want.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
d4b67f6c-a892-41c3-916a-47ee2a2edf36,Response,Becoming the President of the United States.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
284052ee-47bf-49e6-b446-e8b2ca1f83da,Response,Being pleasured by a thousand tiny Adam Sandlers.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
0442d985-433e-4e72-8853-88079e81d9ef,Response,Being sexually attracted to children.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
c6b843dd-67e9-4ab0-8843-b3a5a0ffb770,Response,Being turned into sausages.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
26cd0454-16b8-4a63-b3b9-2ae574e59355,Response,Being very rich and incredibly stupid.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
e55c820b-b512-44b9-bf39-2b3268b2b69b,Response,Beyoncé.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
5d1be069-66cd-4eab-b61b-4de95da65368,Response,"Big, smart money boys tap-tapping on their keyboards.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
f642951d-0116-464b-8f34-3ea463f8b8f8,Response,Blossoming into a beautiful young woman.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
101a2129-4b95-40d8-82d7-3e5ecf5837c0,Response,Body image issues.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
7e3575e4-43f7-49b9-beb5-94ccdca0c1ef,Response,Breastfeeding in public like a radiant earth goddess.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
669e4a44-d5c2-418e-9236-1918cca5bf05,Response,Brett Kavanaugh.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
4a1bc192-3142-40f4-b8b1-a5249a2610b0,Response,Brunch.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
4ae02a9b-374a-499c-973a-9faf919cfe51,Response,Catching a live salmon in your mouth.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e451cccd-6c2a-40a6-bf8d-b001dc67d6c9,Response,Child labor.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
307f5154-82b3-4f68-b296-5ddd8bd994dc,Response,China.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c6c8214c-52af-4c9d-b4c0-796f4bac9fea,Response,Chipotle.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
ed397a45-a4c8-4686-abd4-5176aaa8a3f3,Response,Chris Hemsworth.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
259c6124-19cc-461a-89a4-98270f01aaef,Response,Comprehensive immigration reform.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
40126102-8c54-4e0f-be74-7f89e64704f8,Response,Condoleezza Rice.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
cf772db4-90bf-4d89-b45b-78ab063186ab,Response,"Consensual, nonreproductive incest.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a0acccf0-0f15-428e-810e-508d6cafa082,Response,Consequences.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
00c20571-9319-4e72-b0ca-4b67e1fa8625,Response,Content.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
48f495f0-5981-4016-af4b-480514c6b879,Response,Crazy anal orgasms.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
5c385acf-89c5-4da5-8716-e992cd229b89,Response,"Creamy slices of real, California avocado.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
0c0e2e97-8c9d-40ee-b2a0-934c102e17ae,Response,Critical thinking.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
1466a00b-5f13-4640-9bad-5dd4c5d3e581,Response,Crushing the patriarchy.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
88ea7b56-8cc0-44b8-a394-5e0539e3b9ea,Response,Daddy going away forever.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a0654988-ee81-4360-91f4-9faf39779457,Response,Defeating a gorilla in single combat.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
83d41048-1c53-4a0a-8924-ba3db983c6f5,Response,Denying the Holocaust.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
3e25ae29-1c58-4673-a13c-2a1a61bd92aa,Response,Dis bitch.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
f4c0322c-4d9a-40e3-987d-55f057008ea9,Response,Discovering that what I really want in life is to kill people and have sex with their corpses.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
0ac849f8-1e44-40fa-bbec-98e22c4f638f,Response,Doing a somersault and barfing.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
5bd58497-bcfd-4b4b-b169-1fbec2a1f1d3,Response,Dominating a man by peeing on his eldest son.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
9e3e7b5c-60e7-4325-b29e-c0ce8e6f8809,Response,Doritos and a Fruit Roll-Up.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
bce84be3-acf3-469b-9058-e842d9c7bf00,Response,Dropping dead in a Sbarro’s bathroom and not being found for 72 hours.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
90b80533-098f-444f-9b1d-b329e0efd9ea,Response,Dumpster juice.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c7ae034c-de43-4bd0-86c1-cf3162133831,Response,Eating ass.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
1692b95a-e2b8-45da-852c-7d6501d34267,Response,"Eating pebbles, shitting the pebbles, the eating the shit-pebbles, and then shitting those pebbles again.",0,0,,,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
fb1a9e45-f60f-4535-8db1-4c04f4e7a56b,Response,Eating people.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
d34b947a-2e48-4176-8787-26e2d01f57b6,Response,Eating too many Cinnabons and then vomiting and then eating the vomit.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
dff67365-0aed-4a75-87ba-e432e4f93551,Response,Ejaculating at the apex of a cartwheel.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
7f239337-f190-411e-a6d0-1475497dbdf9,Response,"Esmeralda, my most beautiful daughter.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
3a8ad217-e36b-4dcc-ba13-46b371990d01,Response,Eternal screaming madness.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
78c48974-619c-4733-ab5f-257299ddca72,Response,Every man’s ultimate fantasy: a perfectly cylindrical vagina.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
df89a837-a182-4a5c-b2ac-e9319f1c0c24,Response,Everything.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
ca6e4fcb-1a8a-49b5-9081-a0708b551798,Response,Exploring each other’s buttholes.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
be8af76f-4b77-4798-b115-5e7acea3fb0b,Response,Facilitating dialogue and deconstructing binaries.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
24028ff5-22f2-4841-a238-b03e4a90cf82,Response,Falling into a pit of waffles.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
542f9b73-0cd5-49a9-a3ba-7edb14cd7bb2,Response,Farting a huge shit out of my pussy.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
b1ce700b-3540-41c6-9a32-b43ebfb49c9f,Response,Farting all over my face with your tight little asshole.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
7cedcbc7-af78-4b8e-b24d-a60a309b2e73,Response,Feeling the emotion of anger.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
7d991bb2-ad45-49b1-a30e-f965a576171a,Response,Feminism.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
6d8eedc9-1fee-43fa-b90a-4fea4603935c,Response,Film roles for actresses over 40.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
da617af7-4f90-47b7-99f6-4f62106c63cf,Response,Finding a nice elevator to poop in.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e109a1a6-3fc3-4a78-8625-5dde33d87bf7,Response,Forty-five minutes of finger blasting.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e2127e5b-7eb5-4f05-b31c-adc8a5878056,Response,Founding a major world religion.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
2a295f0c-62f6-40bb-8d6a-1af93e032e46,Response,Fucking me good and taking me to Red Lobster.®,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
8f37cdcb-7d1e-4044-ae8e-8af7b825f764,Response,Fucking my therapist.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
480a2693-7712-4fa9-9e08-521b63e154f8,Response,Gary.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
18ada5af-2008-4e11-b9ed-b979c8cba56c,Response,Gay thoughts.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e03f116f-c783-4fee-920c-309c8161d49a,Response,Gayle from HR.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
17ab332c-da19-4f5d-82eb-4a05fb44600d,Response,Gazpacho.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
23e17905-1b62-4aee-949c-d2d6bb576aad,Response,Getting aborted.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
95f456ec-c01c-4d25-8e68-2b92997fac41,Response,Getting blasted in the face by a t-shirt cannon.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
3bc26c9f-98b9-4368-a04d-8de22f496514,Response,Getting eaten out by a dog.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
efd77c50-0ba4-426a-9366-94ada1784cbc,Response,Getting high with mom.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
2599d9cf-b541-44e1-94d3-928e83c6fe2e,Response,Getting killed and dragged up a tree by a leopard.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
