uuid,name,description
e1dc7390-ee76-4684-a687-9309480c91f0,Cards Against Humanity: First Expansion,"Released November 7, 2011. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""1"". "

uuid,edition,version,description,author,releaseDate,column
21c11868-ae8c-4341-9e86-65aefdfbe488,,v1.0,,,0,0
295395b1-c380-4730-85a0-b97c9a38030f,,v1.1,,,0,1
393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,v1.2,,,0,2
1725a8b6-60b9-427f-95ff-d626a13b6861,,v1.3,,,0,3
df95ea0e-4aed-41a2-8914-9e925d21fd54,,v1.4,,,0,4
9b2571f3-ca4f-43a9-9431-b06010d5de68,,v1.5,,,0,5
141ac433-257d-48aa-ad3f-f4c717a1be46,,v1.6,,,0,6

uuid,suite,text,draw,pick,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
f7aca2d7-1cab-41f6-a641-8ae50cbd1dfc,Response,Fabricating statistics.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
08691d9a-5954-4d49-8bfe-aec43ed62fe7,Response,Finding a skeleton.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,,,
d33e566e-109e-4852-9e4a-33e841f55f3a,Response,Gandalf.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
c30bd9ca-6bcb-4bff-9193-875266b14e46,Response,Genetically engineered super-soldiers.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
2a2367f4-3f74-494b-8185-5bb6315114e9,Response,George Clooney's musk.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
7b679bac-b5da-4b12-aa3c-d4724bc9f67d,Response,Getting abducted by Peter Pan.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
a2ebf41c-be21-42e0-a679-90cbd439744c,Response,"Getting in her pants, politely.",0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,
969fe02b-3f72-457d-9ed1-d73eba292ae8,Response,Gladiatorial combat.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
8c538d9f-849d-432b-80e3-e5fe9bc2a922,Response,Good grammar.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,,,,,
569d49c9-89e6-44d2-8362-e06e81153eb0,Response,Having a penis.,0,0,,,,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
127a07f1-bac8-4ded-8c64-2c61978f051a,Response,Hipsters.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
4b3d4f16-1195-4489-bda6-56dd9bcdcd5b,Response,Historical revisionism.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
03dcd557-5017-4538-9d5c-ea2190d85f18,Response,Insatiable bloodlust.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
d5bd0852-704c-42d7-8747-4a62a45def3c,Response,Jafar.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
e07b6a26-cbfb-4747-bb20-00edcd2031da,Response,Jean-Claude Van Damme in slow motion.,0,0,,,,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,
749d511a-0320-4e59-90b5-d9a4c2860140,Response,Jean-Claude Van Damme.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,,,
88b88bbd-c7cb-4b58-a439-47d7f8bd4f29,Response,Just the tip.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
342f9fc8-c36a-4832-94fb-e8bc47e39b07,Response,Leveling up.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
f753a21a-1ab9-4c26-a2e9-61cdc2a9abec,Response,Literally eating shit.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
5959f84c-c039-451f-8b28-35a49c6e523a,Response,Mad hacky-sack skills.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
8fd3ec53-d8e2-4e86-8193-60d1b8b6a65e,Response,Making the penises kiss.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
fabcbbfd-82c2-4241-a684-399b19b00d6e,Response,Media coverage.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,df95ea0e-4aed-41a2-8914-9e925d21fd54,,
49d05ed0-f7be-4bcc-b85b-bf2e382a71b2,Response,Medieval Times® Dinner & Tournament.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
22714b7f-3271-49f9-9175-468ec8d59c59,Response,Mom.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,,,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
f2947ab8-0cad-452f-a7d7-cea90c0d281b,Response,Moral ambiguity.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
c526237e-7dd4-4158-bb86-aabe8733e16e,Response,My machete.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
3b8bd97b-625c-4e6c-ab12-dee8b8e7db6a,Response,Neil Patrick Harris.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
f061d826-9564-4650-b8e0-76b734ae78a5,Response,NOOOOOOOOO!!!,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,df95ea0e-4aed-41a2-8914-9e925d21fd54,,
201b6837-227b-4fbb-a9f8-fca5dffbebf3,Response,Nubile slave boys.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
9550b6fc-1a6d-4795-83fd-b86489b7dee4,Response,Ominous background music.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
8e1b1133-921b-4616-a45c-9c4bd1a90234,Response,One thousand Slim Jims.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
a0536a2d-9da6-4720-8a40-9a77a5c8d872,Response,Overpowering your father.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
4a5fcf38-6960-4975-a3c4-d4e2caa58362,Response,Panty raids.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,,
b191df70-a5df-46da-9791-84b5e9389ad7,Response,Pistol-whipping a hostage.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,,,,,
4e6b823f-a0c0-4672-bb12-a4c94c39e41b,Response,Quiche.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
568b7819-7b71-4252-838d-2a6994a5b594,Response,Quivering jowls.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,
ed9b7c5e-ada0-4377-abb5-56f757091e47,Response,Revenge fucking.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
b2453106-3d03-4a62-abd8-df2c406fe669,Response,Ripping into a man's chest and pulling out his still-beating heart.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
3bc48bc7-b312-49b9-a479-9363e7fec7b8,Response,Ryan Gosling riding in on a white horse.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
eb53419a-5d9b-47ea-968f-07e9b7e703d4,Response,Salvia.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,,,
3f3ce266-dc17-49ec-8eb7-41111c2cd2a3,Response,Sanding off a man's nose.,0,0,,,,,,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
c21654f3-f431-4eb2-b923-af3d789dc9a2,Response,Santa Claus.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
8b11da85-e8c3-4f2b-a428-8069d3578f2c,Response,Savagely beating a mascot.,0,0,,,,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
cbc3f4c0-c9ed-4ab3-b3f8-7ab382c5a208,Response,Scrotum tickling.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
6bd947e8-9788-4548-ba7e-edc2d44bee9f,Response,Sexual humiliation.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
e4a29e84-9779-4bc4-a020-63bf54dc476f,Response,Sexy Siamese twins.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,,
84268b08-9d3d-4608-ac52-19fc0fe96473,Response,Shaft.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
1d9f3abb-07eb-4274-8d2a-c529c3e4e328,Response,Shitting out a screaming face.,0,0,,,,,,,141ac433-257d-48aa-ad3f-f4c717a1be46
fd4345a3-ecb9-40e5-b89f-a10f61d1d8dd,Response,Slow motion.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,,,,,
0249a0b7-2264-4148-9534-7eb6500c69d9,Response,Space muffins.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,,,
2a207ac3-9242-43ab-ac4a-d35975b50f5d,Response,Statistically validated stereotypes.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
0e79835e-f046-4c07-b55b-1d194a3a15be,Response,Stockholm Syndrome.,0,0,,,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
8fd7c385-589b-4694-a4cb-3f199599775f,Response,Sudden Poop Explosion Disease.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
086f660c-3e4d-47b8-a802-18c9fb7fc19f,Response,Suicidal thoughts.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
a0225319-07fb-4d72-a59c-03b1eed12b4f,Response,Syphilitic insanity.,0,0,,,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
5aa02c93-415b-4b3d-a733-4a54b4d37041,Response,The boners of the elderly.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
569c545d-6bc7-497a-99ca-8a0dcb31d649,Response,The economy.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
a36d603b-4790-424f-9184-8c0d485371c3,Response,The Fanta® girls.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,,,,,
f34de2ef-c835-4374-b105-64a4c83342a7,Response,The four arms of Vishnu.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
6c5a57d5-c20f-43d7-99a3-55b44563df52,Response,The Gulags.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
5a6e9d59-9a98-49dd-9bde-631dbf8c3758,Response,The harsh light of day.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
43a50043-db44-4a70-830e-8e6353b0684f,Response,The hiccups.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
2a56f5a4-d8da-4ef2-b7ba-0db67458aa2a,Response,The ooze.,0,0,,,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
a6cdcf61-e785-4e1b-bd4a-56401fcfb5ba,Response,The shambling corpse of Larry King.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
1c758119-56c2-4aee-8167-00d6663a4725,Response,The worst pain imaginable. Times two!,0,0,,,,,,,141ac433-257d-48aa-ad3f-f4c717a1be46
8d36438b-580f-4a65-a0e7-7fe24abcbd10,Response,This guy!,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,,df95ea0e-4aed-41a2-8914-9e925d21fd54,,
aa32d948-7f08-4c10-b076-f9fda8f3e367,Response,Tripping balls.,0,0,21c11868-ae8c-4341-9e86-65aefdfbe488,295395b1-c380-4730-85a0-b97c9a38030f,393a6bcd-8e1a-47bb-a1b0-e2363b89efad,1725a8b6-60b9-427f-95ff-d626a13b6861,df95ea0e-4aed-41a2-8914-9e925d21fd54,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
e60b5442-0927-4159-a0cd-34696b0b51b2,Response,Walking in on Dad peeing into Mom's mouth.,0,0,,,,,,9b2571f3-ca4f-43a9-9431-b06010d5de68,141ac433-257d-48aa-ad3f-f4c717a1be46
