uuid,name,description
96a7357d-eea0-4ccd-87c8-bfc0ab20ad88,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
b4a636b6-c760-45b1-8126-17cfb59de95c,,v1.0,,,0,0
7ae90887-2052-47a0-8b9d-f060961bbb60,,v1.1,,,0,1
8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,v1.2,,,0,2
73ae7fcd-c5a3-4588-9256-31503cacbc7e,,v1.3,,,0,3
ae4d5bae-7304-49a7-a4fb-f3a176afda92,,v1.4,,,0,4
92d1b7b5-b4dd-4092-bc77-752481ae37df,Prompt,"Tonight we will have sex. And afterwards, If you'd like, a little bit of ______.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
77902b93-81c5-4268-a128-daf64cf99954,Prompt,"We never did find ______, but along the way we sure learned a lot about ______.",0,2,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c1be6502-6136-420c-a6bd-fb55c3d22453,Prompt,"Well if ______ is good enough for ______, it's good enough for me.",0,2,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
88fa568e-d91c-41a2-b75e-0d07c1504345,Prompt,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ______.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b1d203cb-0162-4234-8ab4-01c34fd2b86a,Prompt,Wes Anderson's new film tells the story of a precocious child coming to terms with ______.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
535b049e-6f23-4c55-9471-0100347712d3,Prompt,What killed my boner?,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a9767249-6aff-4b95-ba4e-1fe89d922f34,Prompt,What's fun until it gets weird?,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c277cd42-881b-4c56-9cb4-235d4bd7ecc9,Prompt,What's making things awkward in the sauna?,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
132eee27-e84c-4dcd-ac94-d16f35f072f7,Prompt,"When I was a kid, we used to play Cowboys and ______.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
3f1ff815-66a7-4a4d-99ef-e8efafc9fa91,Prompt,WHOOO! God damn I love ______!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
060579b7-fcb1-4bf6-839f-953995c94947,Prompt,Why am I broke?,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
bac1187b-c7d0-44e6-91a2-075268c47828,Prompt,Why won't you make love to me anymore? Is it ______?,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
326bc3b6-b255-4502-aa5d-d1b7b8dfdc10,Prompt,"Y'all ready to get this thing started? I'm Nick Cannon, and this is America's Got ______.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d0d10c0d-b37e-4ec9-893b-f75c8f08f142,Prompt,Yo' mama's so fat she ______!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
87515bcb-bf6a-467b-b658-fa61c345c566,Prompt,You are not alone. Millions of Americans struggle with ______ every day.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
39edf500-49b3-4812-b118-c4118579d541,Prompt,"You guys, I saw this crazy movie last night. It opens on ______, and then there's some stuff about ______, and then it ends with ______.",2,3,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3f16e088-720b-4a90-a5e2-0d9c68f11520,Prompt,"You know, once you get past ______, ______ ain't so bad.",0,2,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e5a2a466-aefc-4f25-b790-314128c91ba3,Prompt,You Won't Believe These 15 Hilarious ______ Bloopers!,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b431a66d-01f1-49f4-b669-e5dc2482a6bb,Prompt,"You've seen the bearded lady! You've seen the ring of fire! Now, ladies and gentlemen, feast your eyes upon ______!",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
bcacc7ea-09ac-4182-9370-5c3322caa28c,Response,10 Incredible Facts About the Anus.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
174d977b-9dcb-4e7c-b04f-2075d33d46c9,Response,40 acres and a mule.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
48d6fbdf-c976-45e7-9351-62b06a9a6066,Response,A bass drop so huge it tears the starry vault asunder to reveal the face of God.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
041ea7ef-7f4f-4ad8-94f5-a9a5127728a0,Response,A bunch of idiots playing a card game instead of interacting like normal humans.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b7449d93-5b23-4933-8681-62907dbb6ed3,Response,A buttload of candy.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f37e06bc-b9a0-4ea1-8006-c66359e0b978,Response,A chimpanzee in sunglasses fucking your wife.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
75a91819-08ff-4918-854d-3560b35f9854,Response,A commitment to hiring diverse talent.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e69dfb8f-a99e-4a8c-9719-64cc18701891,Response,A constant need for validation.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a16ae8b7-3c35-43c6-9562-5b4b1b0787fc,Response,A crazy little thing called love.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fd6bc7bf-87d2-438a-a16f-e1ca2a2330d4,Response,A dance move that's just sex.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
48239e23-e921-4fc9-beb8-3e7f2d39198d,Response,A disappointing salad.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
be5e462e-d3ac-4615-b408-24b560708526,Response,A face full of horse cum.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2bcc60e2-4c0d-4155-ab0d-d453612fc469,Response,A fart.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
930752ca-2a1f-4a76-b944-8455fa67d71b,Response,A for-real lizard that spits blood from its eyes.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
415d209f-a5f5-4245-91db-79d230bb8365,Response,A gender identity that can only be conveyed through slam poetry.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
df120edd-0915-4bda-a974-cb25a8f101ef,Response,A giant powdery manbaby.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9b8dbb91-5d50-490f-a649-31ed64f2a61a,Response,A global cabal of pedophile billionaires.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
1e3fd651-dd70-4964-b894-c2e69aa6e4d3,Response,A hopeless amount of spiders.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
0ade4530-e779-411e-b5c4-2964163d23d2,Response,A horse with no legs.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e908aa35-fb94-4153-b524-e606ca82f033,Response,A kiss on the lips.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ed9ed80a-20b6-480e-901a-ceb3becec392,Response,A lil’ stupid ass bitch.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d3773dc5-c519-4db5-95ee-b523274e98dc,Response,A man who is so cool that he rides on a motorcycle.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d4fd5fb8-90e7-43d5-84fd-3d902d0cb6bf,Response,A manhole.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3598f40d-05a3-4e54-ac4c-e7c524955a06,Response,A mouthful of potato salad.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
faa20ebb-56b8-435d-83c9-42ccaf91e68c,Response,A Native American who solves crimes by going into the spirit world.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
4b3d940b-bdbb-43d6-bc71-52209768b154,Response,"A one-way ticket to Gary, Indiana.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
41be6381-a40a-47c5-87f7-f47e13f8d742,Response,A peyote-fueled vision quest.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
98d34c03-3201-420e-86b9-2e305057469e,Response,A pizza guy who fucked up.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a9da53c8-fddf-4d1d-995e-f804ddd2984c,Response,A possible Muslim.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
ccfa52aa-03e3-46d2-9377-99936407a4f4,Response,A reason not to commit suicide.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5fed3972-7223-41eb-a76f-5ceb8ba87650,Response,A self-microwaving burrito.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9a3d700b-390c-4e4e-9365-fc5ce478cb7a,Response,A sex comet from Neptune that plunges the Earth into eternal sexiness.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
e1bf085e-1844-4f21-8873-0152817a1409,Response,A sex goblin with a carnival penis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
510d2234-761b-42d7-9129-07c6df302b87,Response,A shiny rock that proves I love you.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
7b9a2c61-fba7-495b-87b2-3459130d5c39,Response,A team of lawyers.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a0b69588-c006-415b-83b0-5ff451a860b0,Response,A thrilling chase over the rooftops of Rio de Janeiro.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
e0f71ff6-51ed-4c0d-9659-3b44b180fd48,Response,A turd.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
42ba644e-87bd-44eb-ba3e-d97ced11d0bd,Response,A Ugandan warlord.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fbc916d7-143e-4c53-a4b8-14fc77a97d27,Response,A whole lotta woman.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2b50db22-09a9-4fd1-94f7-4f9bc67fa579,Response,A whole new kind of porn.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
72cf09f6-e496-49ef-af67-26ec58f16b20,Response,A woman who is much stronger than me.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e38871a5-da24-47af-9cb1-411b76f8297b,Response,A woman.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
824b032c-75c2-43a0-b5a9-c649ac81c4bf,Response,"A zero-risk way to make $2,000 from home.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cb23266f-decb-4335-9921-9dffbbe78d37,Response,Acknowledging that we stand on the unceded lands of Indigeenous peoples.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
15863083-f007-4c8c-9b1b-64dd34bdbc99,Response,Actual mutants with medical conditions and no superpowers.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
098ef984-e612-4045-a94f-a15208cb446d,Response,Africa.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
74c43097-1efb-40e1-9fe3-2c1e77b87a33,Response,AIDS monkeys.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
7837c65e-224f-4e7e-9b8b-6bca3c4b9584,Response,All the single ladies.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d739bde2-02f9-4e27-af83-28ae6e6a33e8,Response,All these decorative pillows.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
81d3d31f-1608-4780-9bfd-db539385ccb6,Response,Almost giving money to a homeless person.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b8aa4ec9-08b3-4083-8951-b79f0763b985,Response,Ambiguous sarcasm.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ee9607a4-8f72-47bb-be2f-f577d29c076b,Response,An inability to form meaningful relationships.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
013b52a8-6989-49b1-a97a-8300079a9d20,Response,An interracial handshake.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
19b69cc4-790e-46fc-8f44-6205912bfd6d,Response,An oppressed people with a vibrant culture.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a78c2266-0068-4523-b5c5-61c45e53eee2,Response,An overwhelming variety of cheeses.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7328965c-c77d-4204-83e6-8903abc76449,Response,An unforgettable quinceañera.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
22e9bcdc-783f-491e-b705-8fb640cb15fa,Response,An uninterrupted history of imperialism and exploitation.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9a65c40b-dcd3-47a4-8b0f-fa6e7e57472b,Response,Anal fissures like you wouldn't believe.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b0fb12d0-d35e-4bb3-90ba-d6c7bbd24fc5,Response,Ancient Athenian boy-fucking.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
