uuid,name,description
89aff2d9-be45-4d03-8d01-f884644261e9,Green Box Expansion,"Released November 21, 2016. Icon: A green circle. Upated Icon as of 1.2: A black circle.
"

uuid,edition,version,description,author,releaseDate,column
015a22ce-c732-45a3-9d8b-401e2e821e94,,v1.0,,,0,0
df0f9bd1-b8bd-42ab-ba0c-b366107f976f,,v1.1,,,0,1
8492980b-94bb-4ded-8018-f6340cbc7043,,v1.2,,,0,2
a8a9be8c-e66a-42f5-84f6-1d233575d8d1,,v1.3,,,0,3

uuid,suite,text,draw,pick,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
dd8120c9-3bb3-43e3-bae9-eadc3a4dafd4,Response,A slowly encroaching circle of wolves.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,
f59b61c0-1cc4-475c-96e7-6ff5b7c1aa09,Response,A strong horse and enough rations for thirty days.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
9cc757d9-97c0-43c4-8179-4438b5f05e2a,Response,A terrified fat child who won’t come out of the bushes.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
d36c4ce6-ad10-4783-9e4c-1a1fc366915f,Response,A tiny fireman who puts out tiny fires.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
ed4d9c8e-48d5-49c6-b329-568bec3f003e,Response,A weird guy who says weird stuff and weirds me out.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
2fa8a0ef-4c16-4a1f-9872-1ed74a8aa856,Response,A woman’s perspective.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
ff9dd8a0-92dd-41d6-bf26-3beeb2e41823,Response,A woman’s right to choose.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
a502ac0a-77c5-4448-9088-8a950496c7cf,Response,Aborting the shit out of a fetus.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
e2fdab3a-4bc9-454e-b0a1-8d9d76f7d4a6,Response,Albert Einstein but if he had huge muscles and a rhinoceros cock.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
c6ece1f4-87d5-4dfc-b3d3-19c1ff39070a,Response,All the people I’ve killed.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
2b16c85d-3a35-445a-abc9-3bf23f4016fa,Response,An arrangement wherein I give a person money and they have sex with me.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
fd2ce801-82e2-4a1b-8c8c-40e543c3082c,Response,An empowered woman.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
c7283435-46f9-455d-ba68-5ce6736e9780,Response,An incurable homosexual.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
10956f16-10b2-45e8-a6dd-bcb62c694737,Response,An old dog dragging its anus across the floor.,0,0,,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
c8700e06-b77a-46d3-8380-8853596ac995,Response,An old dog full of tumors.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,,,
1def2867-4c4a-4869-aa4f-12decb54cbff,Response,An older man.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
4b9cee23-f89a-4188-b2b4-0c864cb3dc1c,Response,An X-Man whose power is that he has sex with dogs and children.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,
35a11874-2c6e-4df0-825d-442e22403255,Response,Anal.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
23a2a6f0-d956-46c3-b545-8162ecee987c,Response,Antidepressants.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
e0073e20-641e-4136-9f28-bba1fbf739e3,Response,Art.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
d8d5ef2c-84ae-4c1d-9e18-5b4da779dc66,Response,Assassinating the president.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
3e1a971b-d483-461e-94a5-533c9de4b4ac,Response,Attention to detail and follow-through.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
74d0f58e-738b-4e1b-98fa-2ae64d8cf9ec,Response,Awesome pictures of planets and stuff.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
43e85914-9d83-4c5c-a58f-2d7f5bfe8fdf,Response,Bad emotions I don’t want.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
4af5bf84-cccc-43d3-95b2-2404d3454675,Response,Becoming the President of the United States.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
082c1ff1-d371-4ed6-9ba4-a79765e80ff6,Response,Being pleasured by a thousand tiny Adam Sandlers.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
cbee158b-7592-4114-8a0b-fb116e752b75,Response,Being sexually attracted to children.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,
1dd30ffe-d95e-42f0-af12-b724587690f3,Response,Being turned into sausages.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
5dbe0404-a688-410f-b1d3-ca2b47ddcc85,Response,Being very rich and incredibly stupid.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0bdc0187-1b82-4358-a5e7-ada6406a79c1,Response,Beyoncé.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
b145feba-13f3-483b-a56f-70c98cf4c76e,Response,"Big, smart money boys tap-tapping on their keyboards.",0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
c7a10662-40d4-4f18-8f03-795a5986c087,Response,Blossoming into a beautiful young woman.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
3707b6e1-027b-4253-85ff-8ea55b753301,Response,Body image issues.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
83803e86-887c-49ff-bb9a-a5629748b3ea,Response,Breastfeeding in public like a radiant earth goddess.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
7966929f-a21e-4dc7-bfe9-880b3c942982,Response,Brett Kavanaugh.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
585942a8-8e4e-4ad7-a1ba-5eea0eedcc60,Response,Brunch.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
873dd41d-df16-4c35-b735-b8d14c9d3e93,Response,Catching a live salmon in your mouth.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
be0c4713-84a5-4a12-a259-d6f18d9e542d,Response,Child labor.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
383f2e66-d371-47e9-b578-e5ef5c2f30bc,Response,China.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
308126a4-9b19-4d8d-b10a-155f052fb50e,Response,Chipotle.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
ae9a3fe9-e08b-4705-9010-19b02d8e59fe,Response,Chris Hemsworth.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
b4b043d2-6046-41c1-a3bd-caa5cc0aa99b,Response,Comprehensive immigration reform.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
9496e440-0186-421e-9a63-f5facb657a58,Response,Condoleezza Rice.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,
68ca2a1e-e879-40fa-bebd-38cb37b4b963,Response,"Consensual, nonreproductive incest.",0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
c5fba8f2-7762-4e76-8ca2-1b483d2f3563,Response,Consequences.,0,0,,,,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0edb6db5-a3a8-4050-a9ac-adb95b2a8e0c,Response,Content.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
cf2ffcea-7dc8-4163-a125-bd4190d667a4,Response,Crazy anal orgasms.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
d73cd14c-dc7b-47c5-8162-07de31e24e04,Response,"Creamy slices of real, California avocado.",0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
67300176-a644-4dc8-848e-1abae05b614e,Response,Critical thinking.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
d9e89758-d838-4ea7-82fd-405601d40ff7,Response,Crushing the patriarchy.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
eaf3a37f-7a05-4ae5-b493-71034a8709cb,Response,Daddy going away forever.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0c737fda-e517-4410-8286-a33907142aca,Response,Defeating a gorilla in single combat.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
22abff5b-ed7d-48bf-b334-5fc951e27fb0,Response,Denying the Holocaust.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
8b6ed2d5-dce1-4708-9c2a-5ee832913804,Response,Dis bitch.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
5ac8769f-1726-4acf-b4c2-9deb8b4ae16a,Response,Discovering that what I really want in life is to kill people and have sex with their corpses.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
b35be367-eef8-402d-af11-d3746208d566,Response,Doing a somersault and barfing.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
79e9f960-dcc0-4e48-bbde-e56b1c5c1443,Response,Dominating a man by peeing on his eldest son.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
9ec145be-ce6b-4600-8b9e-08ee522c3489,Response,Doritos and a Fruit Roll-Up.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
2150f4f0-e736-4d85-9616-6afabf15c377,Response,Dropping dead in a Sbarro’s bathroom and not being found for 72 hours.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
58586d78-e2da-4e25-a912-d4d9cd4a5e1f,Response,Dumpster juice.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
9d1992e2-89b9-490c-a56c-b14cb209523c,Response,Eating ass.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
2952e311-7dec-4577-9a46-cfe137739e51,Response,"Eating pebbles, shitting the pebbles, the eating the shit-pebbles, and then shitting those pebbles again.",0,0,,,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
b4f44719-93ae-4fa0-bcd8-450cfb82d3bb,Response,Eating people.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
6daee6a0-d31f-478e-b4bc-ecb001daf95c,Response,Eating too many Cinnabons and then vomiting and then eating the vomit.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
91f754cd-584f-4452-9d92-3c50aa2e9796,Response,Ejaculating at the apex of a cartwheel.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
37463516-e375-4b82-bd1f-64b0aff4637a,Response,"Esmeralda, my most beautiful daughter.",0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0e5bc2cf-fd93-4eaa-94e3-1a76a108408f,Response,Eternal screaming madness.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
8fb24a80-b7d4-4a90-b7ad-14259c3d3133,Response,Every man’s ultimate fantasy: a perfectly cylindrical vagina.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
58c2658f-1e7a-4b8b-9cce-bc5a9c93d24d,Response,Everything.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0759ae1b-3506-4728-8c78-221673630158,Response,Exploring each other’s buttholes.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
0c93b1e6-7362-46f8-ad74-97e784d01e49,Response,Facilitating dialogue and deconstructing binaries.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
936fb7e8-d9a7-4cee-9b3f-b0d05ab0cc01,Response,Falling into a pit of waffles.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,
7aba5a5b-301e-4479-bb58-bb342b8aa5e9,Response,Farting a huge shit out of my pussy.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
1bab24dd-fb5c-4665-aefb-4ddd777059a6,Response,Farting all over my face with your tight little asshole.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
fcb40c30-2dc0-4c27-9674-a2285ffb4aba,Response,Feeling the emotion of anger.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
7a0c045a-a336-49d8-a892-ec7a035aea9f,Response,Feminism.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
95bd4239-2f52-43a9-9f12-3c75b3c1d89b,Response,Film roles for actresses over 40.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
5d0591cb-108a-44e7-8e11-1fced8f4b1dc,Response,Finding a nice elevator to poop in.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
12eb54e6-3029-4ac1-8f6d-893e600eccfe,Response,Forty-five minutes of finger blasting.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
ba47be01-ac9a-462b-9286-796f0c362fb9,Response,Founding a major world religion.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
7c187ec2-8297-4691-8493-34c59b9c7b07,Response,Fucking me good and taking me to Red Lobster.®,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
999f7ff0-880d-4b09-a3c5-a72a101e078b,Response,Fucking my therapist.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
3879174a-cc70-4516-83ed-48edee22bda1,Response,Gary.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
e0c10257-5051-463b-a25a-9c8c6e15fb40,Response,Gay thoughts.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
4511ec80-2619-4477-8f16-b133c9b35d52,Response,Gayle from HR.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
d75b73d7-576a-4991-88be-80e189b02e4a,Response,Gazpacho.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
f0ec35c6-df4b-46a9-8de5-bf19cd7f9109,Response,Getting aborted.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
ec0aa9d0-38b5-44e4-a199-3f34f29bb93f,Response,Getting blasted in the face by a t-shirt cannon.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
434d83e2-52ce-4a4d-b4f5-231166106a2d,Response,Getting eaten out by a dog.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
6160986e-8072-4c71-acc3-59c7b7dc4f69,Response,Getting high with mom.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
23e1dcfc-6069-4d89-9df5-2007e3966b77,Response,Getting killed and dragged up a tree by a leopard.,0,0,015a22ce-c732-45a3-9d8b-401e2e821e94,df0f9bd1-b8bd-42ab-ba0c-b366107f976f,8492980b-94bb-4ded-8018-f6340cbc7043,a8a9be8c-e66a-42f5-84f6-1d233575d8d1
