uuid,name,description
b9c04462-24a5-49a7-83ba-25e96bb4626c,Cards Against Humanity: Second Expansion,"Released August 31, 2012. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""2"". "

uuid,edition,version,description,author,releaseDate,column
fd5da6c5-95cb-419a-b1f5-df5746e63e0c,,v1.0,,,0,0
71fe78fe-9464-4a3e-b27b-c0c4144911a5,,v1.1,,,0,1
cf24cc0a-4854-4646-a75f-97b6d11a0982,,v1.2,,,0,2
74d5862e-1dd0-4dca-a902-126b9492bb18,,v1.3,,,0,3
517bbdc4-63e3-4525-9cad-7a53a66713da,,v1.4,,,0,4

uuid,suite,text,draw,pick,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
6eeda68e-f661-4d22-9826-492ba5fc7a45,Response,"Loki, the trickster god.",0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
7c42d390-b5b7-4fc0-ae18-088b07ddb31f,Response,Making a friend.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
2b8c7b81-9426-4497-a2b8-5654406d469f,Response,Maximal insertion.,0,0,,,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
36de2bef-bea1-4cb1-82c1-f58ce28a7b0a,Response,Me.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
c629588b-97ab-49dd-998d-84137dd638bd,Response,Mild autism.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
9d520752-7fd1-4ae3-a498-3d90ac985371,Response,Mooing.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
68362c20-32ee-4488-9ca8-d8d9a3208f97,Response,My first kill.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
8c6d9e3c-a33f-4a7c-aa7c-34602760c29a,Response,Nunchuck moves.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
66862f95-52c7-415d-9cdf-d98a55a94df0,Response,Oncoming traffic.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
bdc847d0-c106-45eb-8294-9c05ba7cc474,Response,One Ring to rule them all.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
d929d4e6-ffa0-4224-8705-8da3353ed244,Response,Power.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
6c787948-e94d-4908-9d7f-71f868c85c3c,Response,Pretty Pretty Princess Dress-Up Board Game®.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
36b61dd3-8572-4913-94a8-137bc1131a6c,Response,Pumping out a baby every nine months.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
b0154edc-815b-4de9-b797-1ed6547c5ed6,Response,Rising from the grave.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
69a50bdd-01bd-4917-b10a-0088389e8f99,Response,Scrotal frostbite.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
73954a38-0ded-4819-b2d6-b241ae72f72a,Response,Some really fucked-up shit.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
9e1bbb8d-5114-4621-8b4f-e3f7252bb13e,Response,"Special musical guest, Cher.",0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
13a00f29-73ac-4c2e-b364-27d13211cf67,Response,Spring break!,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,,,,
d65f01c9-20d4-48df-a1e5-e465c8cee570,Response,Subduing a grizzly bear and making her your wife.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
a5625679-a68d-4dc3-9101-37a8d635d49c,Response,Survivor's guilt.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
73bdca9a-cfe7-4ce0-81a9-14dbd527f430,Response,Swiftly achieving orgasm.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
7dae9d0b-7a33-4f9a-af0e-82de1ed6ef8d,Response,Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
9ab1cbae-ea5d-400f-b794-2a018217c7fa,Response,The black Power Ranger.,0,0,,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
b42ed52a-ec8b-4a85-a00f-a84968c62c33,Response,The corporations.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,,,,
102671f7-bdd5-42ef-9935-2aac2f73b0f3,Response,The day the birds attacked.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
96cf0d07-a12a-4932-9827-ce88b65e6764,Response,The Google.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,,,
e5da79ed-74ca-416b-845c-99f824b96ac2,Response,The grey nutrient broth that sustains Mitt Romney.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,,,,
7b2eec8e-14cc-4530-91a7-5208b7d406b5,Response,The hose.,0,0,,,,,517bbdc4-63e3-4525-9cad-7a53a66713da
b7d4f22d-40f2-4f9e-bab9-0341e6e6d94d,Response,The human body.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
31b50a78-ca8f-489a-ada7-10052f38514b,Response,The mere concept of Applebee's®.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
a4d851cb-d7bf-4bc7-b23f-ce1c59c4371c,Response,The mixing of the races.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
6364d207-6157-4b02-b273-12078ca40373,Response,The new Radiohead album.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
dcd874da-afd6-4def-a067-dfa7765a32de,Response,Tiny nipples.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
edbfdc6c-327c-4f15-a984-7124c607c9a2,Response,Tongue.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
6387bbd7-8baf-4ef8-99b1-7c7178977f04,Response,Upgrading homeless people to mobile hotspots.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,,
7938715f-2ad6-41e0-b3c6-f47eb3d98001,Response,Weapons-grade plutonium.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
45ea013e-c959-4f3a-9125-fffae8d24033,Response,Wearing an octopus for a hat.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
f2773121-15ea-4427-b8d9-9801e2fe8f26,Response,Whining like a little bitch.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
e8f9073b-69e8-4b97-b711-cae8737efc4e,Response,Whipping a disobedient slave.,0,0,fd5da6c5-95cb-419a-b1f5-df5746e63e0c,71fe78fe-9464-4a3e-b27b-c0c4144911a5,cf24cc0a-4854-4646-a75f-97b6d11a0982,74d5862e-1dd0-4dca-a902-126b9492bb18,517bbdc4-63e3-4525-9cad-7a53a66713da
